"","sitename","region_code","allocated","nyrs","firstyear","lastyear","layer","edge_density","largest_patch_index","patch_density","patch_richness_density","dominant_habitat","largest_patch_habitat","largest_patch_perimarea","mean_patch_perimarea","dominant_largest_same"
"33516","SU9980","BUCK","Y",19,1994,2024,"lcm_2019",49.88399072,61.60092807,5.877803558,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.007733836,0.05623495,1
"33530","SV8708","SCLY","Y",10,1994,2017,"lcm_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33539","SV9211","SCLY","Y",31,1994,2024,"lcm_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33545","SW3935","CORN","Y",11,2006,2023,"lcm_2019",92.75496078,51.59206276,10.70604522,2.215043839,"Improved grassland","Improved grassland",0.016028623,0.04590783,1
"33555","SW5032","CORN","Y",18,2007,2024,"lcm_2019",101.8561485,53.17092034,14.84918794,1.856148492,"Arable","Arable",0.012974545,0.049354411,1
"33563","SW5731","CORN","Y",24,1994,2024,"lcm_2019",78.1129157,46.3070379,11.44624903,1.54679041,"Arable","Arable",0.010154489,0.057035533,1
"33569","SW5736","CORN","Y",15,2003,2024,"lcm_2019",66.27996906,69.04485692,8.971384377,1.54679041,"Arable","Arable",0.011156539,0.059040065,1
"33581","SW5940","CORN","Y",18,2007,2024,"lcm_2019",36.42691415,73.82057231,5.568445476,1.54679041,"Arable","Arable",0.005510739,0.062855585,1
"33585","SW6331","CORN","Y",27,1995,2024,"lcm_2019",78.96365043,40.83526682,8.971384377,1.54679041,"Arable","Arable",0.011401515,0.048842234,1
"33591","SW6425","CORN","Y",15,2007,2024,"lcm_2019",76.87548337,28.77030162,8.043310131,1.856148492,"Arable","Arable",0.008064516,0.044891787,1
"33599","SW6743","CORN","Y",9,2011,2024,"lcm_2019",90.5645785,40.15854602,13.92111369,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.013558016,0.056118526,1
"33605","SW6833","CORN","Y",26,1994,2024,"lcm_2019",34.80278422,83.9520495,4.021655066,1.54679041,"Improved grassland","Improved grassland",0.006374942,0.044809312,1
"33615","SW6835","CORN","Y",20,2000,2024,"lcm_2019",36.42691415,78.22892498,4.949729312,1.237432328,"Improved grassland","Improved grassland",0.007157687,0.063906586,1
"33626","SW7739","CORN","Y",5,2019,2024,"lcm_2019",94.12219644,13.66976025,12.0649652,1.54679041,"Improved grassland","Built-up areas and gardens",0.016520509,0.042612226,0
"33636","SW8060","CORN","Y",8,2011,2024,"lcm_2019",61.15734469,26.61118638,6.812463712,1.548287207,"Arable","Arable",0.012509091,0.038759951,1
"33638","SW8243","CORN","Y",16,1995,2024,"lcm_2019",86.23959745,25.81768918,10.83801045,1.548287207,"Built-up areas and gardens","Built-up areas and gardens",0.009895052,0.037680886,1
"33651","SW8565","CORN","Y",11,1999,2023,"lcm_2019",81.5158546,51.41144625,11.44624903,1.54679041,"Arable","Arable",0.011733734,0.058883049,1
"33655","SW8765","CORN","Y",2,2019,2024,"lcm_2019",92.96210363,49.28460944,9.899458623,1.237432328,"Improved grassland","Improved grassland",0.0130561,0.04742763,1
"33667","SW8959","CORN","Y",21,1999,2024,"lcm_2019",58.54601701,43.02010828,6.496519722,1.237432328,"Arable","Arable",0.008521348,0.046014541,1
"33672","SW9245","CORN","Y",5,2019,2024,"lcm_2019",73.08584687,65.31322506,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.01205447,0.045447027,1
"33684","SW9559","CORN","Y",24,2000,2024,"lcm_2019",38.66976025,54.79505027,4.64037123,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.007226535,0.050154842,1
"33689","SW9673","CORN","Y",11,2014,2024,"lcm_2019",61.31830009,45.31656548,9.366869037,1.734605377,"Arable","Arable",0.007502392,0.057772973,1
"33693","SW9676","CORN","Y",4,2018,2023,"lcm_2019",71.92575406,36.94895592,8.971384377,1.237432328,"Arable","Improved grassland",0.014903192,0.058534007,0
"33701","SX0457","CORN","Y",20,2000,2024,"lcm_2019",65.04253674,72.95050271,8.352668213,1.856148492,"Improved grassland","Improved grassland",0.009647495,0.067715778,1
"33713","SX0975","CORN","Y",15,2007,2024,"lcm_2019",55.52977572,63.82443929,8.043310131,1.856148492,"Improved grassland","Improved grassland",0.007730991,0.070103756,1
"33721","SX1255","CORN","Y",6,2018,2024,"lcm_2019",80.38662908,24.60732984,11.27668143,1.610954491,"Arable","Coastal",0.017021277,0.055235947,0
"33724","SX1260","CORN","Y",7,2007,2024,"lcm_2019",57.54060325,60.49883991,8.043310131,1.237432328,"Improved grassland","Improved grassland",0.008104826,0.05487793,1
"33732","SX1582","CORN","Y",13,2010,2024,"lcm_2019",22.58313998,76.83681361,1.856148492,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004569703,0.046119121,1
"33739","SX1698","CORN","Y",7,2010,2024,"lcm_2019",62.84569138,55.81162325,7.054108216,1.923847695,"Improved grassland","Improved grassland",0.011030521,0.050295852,1
"33752","SX1862","CORN","Y",12,1995,2024,"lcm_2019",58.31399845,37.97370456,6.496519722,1.856148492,"Improved grassland","Improved grassland",0.009124236,0.052809099,1
"33757","SX1872","CORN","Y",20,2002,2024,"lcm_2019",40.06187162,38.45707657,3.402938902,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.006676722,0.034506272,1
"33763","SX1955","CORN","Y",18,2006,2024,"lcm_2019",58.93271462,36.60092807,6.496519722,1.237432328,"Improved grassland","Improved grassland",0.010058109,0.039578325,1
"33768","SX1997","CORN","Y",5,1994,2023,"lcm_2019",54.29234339,86.38824439,8.971384377,1.237432328,"Improved grassland","Improved grassland",0.008540734,0.064925023,1
"33775","SX2179","CORN","Y",21,1994,2024,"lcm_2019",38.43774169,73.41453983,4.331013148,1.54679041,"Improved grassland","Improved grassland",0.00659468,0.053015656,1
"33781","SX2389","CORN","Y",10,2012,2024,"lcm_2019",25.90873937,94.10286156,4.949729312,1.237432328,"Improved grassland","Improved grassland",0.004980481,0.060315913,1
"33791","SX2398","CORN","Y",5,1994,2024,"lcm_2019",50.73472544,79.15699923,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.007992184,0.056952663,1
"33795","SX2453","CORN","Y",19,2000,2024,"lcm_2019",73.51057636,16.20415292,7.141470988,1.862992432,"Arable","Broadleaf woodland",0.012550898,0.038501915,0
"33807","SX2464","CORN","Y",8,2012,2024,"lcm_2019",49.65197216,43.81283836,6.805877804,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.008014122,0.058053134,1
"33813","SX2575","CORN","Y",6,2019,2024,"lcm_2019",11.60092807,92.36272235,2.474864656,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.003299142,0.047739748,1
"33817","SX2590","CORN","Y",6,2019,2024,"lcm_2019",33.10131477,82.84996133,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.006590432,0.057038445,1
"33823","SX2761","CORN","Y",5,1994,2024,"lcm_2019",64.19180201,32.79195669,8.352668213,1.856148492,"Improved grassland","Improved grassland",0.010990566,0.056288111,1
"33838","SX2881","CORN","Y",16,1994,2024,"lcm_2019",51.97215777,69.54756381,4.331013148,1.54679041,"Improved grassland","Improved grassland",0.008807339,0.048666581,1
"33858","SX3184","CORN","Y",9,2012,2024,"lcm_2019",46.4037123,71.80974478,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.007668282,0.039191559,1
"33868","SX3462","CORN","Y",23,1994,2024,"lcm_2019",55.14307811,34.95746326,6.496519722,1.54679041,"Arable","Improved grassland",0.00960177,0.053717671,0
"33876","SX3680","CORN","Y",23,2000,2024,"lcm_2019",67.67208043,53.36426914,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.009971014,0.051118392,1
"33882","SX3760","CORN","Y",6,2018,2024,"lcm_2019",69.83758701,23.64655839,7.733952049,1.237432328,"Improved grassland","Improved grassland",0.011578087,0.056776078,1
"33899","SX3879","CORN","Y",28,1994,2024,"lcm_2019",50.42536736,67.26604795,5.568445476,1.54679041,"Improved grassland","Improved grassland",0.008462202,0.047485642,1
"33902","SX3972","CORN","Y",10,2015,2024,"lcm_2019",71.38437742,64.67517401,9.590100541,1.54679041,"Improved grassland","Improved grassland",0.008801196,0.063996956,1
"33917","SX4176","DEVN","Y",28,1995,2024,"lcm_2019",39.52049497,84.2420727,6.805877804,1.54679041,"Improved grassland","Improved grassland",0.006040854,0.062005558,1
"33930","SX4558","DEVN","Y",21,1994,2016,"lcm_2019",47.79582367,73.66589327,5.877803558,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.007412073,0.057485735,1
"33936","SX4672","DEVN","Y",24,1997,2024,"lcm_2019",53.28692962,72.73781903,5.568445476,1.237432328,"Improved grassland","Improved grassland",0.007400319,0.051322894,1
"33945","SX4762","DEVN","Y",15,2007,2024,"lcm_2019",81.82521268,13.95978345,10.51817479,2.165506574,"Arable","Arable",0.011966759,0.044228613,1
"33950","SX4863","DEVN","Y",20,2005,2024,"lcm_2019",89.32714617,15.21655066,13.61175561,1.856148492,"Arable","Arable",0.014434562,0.048398275,1
"33967","SX4951","DEVN","Y",24,1994,2024,"lcm_2019",80.72103759,48.71400308,11.95867224,2.110353924,"Arable","Arable",0.009277978,0.056813241,1
"34005","SX5452","DEVN","Y",31,1994,2024,"lcm_2019",85.22815159,44.10286156,11.13689095,1.856148492,"Arable","Arable",0.009995616,0.047341898,1
"34031","SX5971","DEVN","Y",21,1996,2024,"lcm_2019",3.557617943,99.18793503,0.928074246,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.002822612,0.038381948,1
"34041","SX6060","DEVN","Y",31,1994,2024,"lcm_2019",82.90796597,52.88089714,13.30239753,2.165506574,"Improved grassland","Improved grassland",0.009769653,0.045448245,1
"34048","SX6090","DEVN","Y",20,1997,2023,"lcm_2019",6.341840681,97.09976798,1.54679041,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.002803664,0.031836595,1
"34062","SX6191","DEVN","Y",16,1999,2024,"lcm_2019",4.949729312,98.22119103,1.54679041,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.002708661,0.049989351,1
"34070","SX6385","DEVN","Y",20,1997,2023,"lcm_2019",11.29156999,54.00232019,0.618716164,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.004582886,0.004746256,1
"34081","SX6447","DEVN","Y",9,2006,2024,"lcm_2019",64.50116009,73.54988399,8.971384377,1.54679041,"Arable","Arable",0.008138801,0.054284004,1
"34086","SX6567","DEVN","Y",8,2010,2024,"lcm_2019",27.06883217,79.65970611,2.165506574,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.005300971,0.047522736,1
"34090","SX6568","DEVN","Y",17,1995,2024,"lcm_2019",25.36736272,91.41531323,2.474864656,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.004754653,0.052221933,1
"34100","SX6583","DEVN","Y",9,2006,2024,"lcm_2019",18.870843,93.31013148,2.165506574,1.237432328,"Coniferous woodland","Coniferous woodland",0.003961873,0.042201111,1
"34110","SX6590","DEVN","Y",6,2006,2024,"lcm_2019",30.62645012,75.07733952,3.712296984,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004058717,0.040342293,1
"34112","SX6591","DEVN","Y",16,1994,2010,"lcm_2019",62.258314,50.17401392,5.568445476,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.006720617,0.044993458,1
"34143","SX6787","DEVN","Y",13,2006,2019,"lcm_2019",94.74091261,25.03866976,9.899458623,1.54679041,"Improved grassland","Broadleaf woodland",0.01976834,0.044646214,0
"34153","SX6946","DEVN","Y",22,1997,2024,"lcm_2019",83.94584139,43.2688588,12.0696325,1.856866538,"Arable","Arable",0.011157801,0.047954716,1
"34173","SX7180","DEVN","Y",19,1999,2023,"lcm_2019",47.71848415,44.33488012,4.949729312,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.004884431,0.031921289,1
"34182","SX7360","DEVN","Y",18,1994,2012,"lcm_2019",78.80897138,32.40525909,11.75560712,1.856148492,"Improved grassland","Improved grassland",0.01202864,0.050234596,1
"34194","SX7469","DEVN","Y",16,1994,2022,"lcm_2019",88.16705336,52.49419954,13.30239753,1.54679041,"Improved grassland","Improved grassland",0.011462247,0.049377946,1
"34233","SX8099","DEVN","Y",30,1994,2024,"lcm_2019",52.97757154,37.33565352,6.18716164,1.237432328,"Arable","Arable",0.007084412,0.059108837,1
"34251","SX8146","DEVN","Y",26,1998,2024,"lcm_2019",64.26914153,55.78112916,6.805877804,1.54679041,"Arable","Arable",0.010149047,0.044458632,1
"34265","SX8256","DEVN","Y",11,2008,2024,"lcm_2019",87.33320441,19.18391027,12.3767163,1.856507445,"Semi-natural grassland","Semi-natural grassland",0.011048387,0.045790747,1
"34278","SX8377","DEVN","Y",18,1998,2022,"lcm_2019",101.4694509,33.06264501,13.30239753,1.856148492,"Arable","Arable",0.016421053,0.050005701,1
"34284","SX8456","DEVN","Y",16,2006,2023,"lcm_2019",84.63905325,14.76923077,14.76923077,2.650887574,"Arable","Coastal",0.020512821,0.043985316,0
"34290","SX8460","DEVN","Y",3,2002,2011,"lcm_2019",91.72467131,42.57540603,11.75560712,1.54679041,"Improved grassland","Improved grassland",0.015658492,0.049971793,1
"34294","SX8478","DEVN","Y",28,1994,2024,"lcm_2019",93.34880124,21.38437742,15.15854602,1.856148492,"Improved grassland","Improved grassland",0.010198915,0.051890142,1
"34305","SX8490","DEVN","Y",19,2003,2024,"lcm_2019",90.25522042,28.67362722,10.82753287,1.54679041,"Improved grassland","Improved grassland",0.013809845,0.055534083,1
"34310","SX8496","DEVN","Y",16,2004,2024,"lcm_2019",85.61484919,24.3232792,9.899458623,1.54679041,"Arable","Arable",0.012146264,0.052952139,1
"34316","SX8653","DEVN","Y",18,1994,2024,"lcm_2019",69.52822892,54.46635731,8.971384377,1.856148492,"Arable","Arable",0.007980121,0.049962683,1
"34321","SX8670","DEVN","Y",19,1994,2023,"lcm_2019",44.85692189,63.32173241,5.259087394,1.856148492,"Built-up areas and gardens","Built-up areas and gardens",0.005935878,0.031037098,1
"34335","SX8760","DEVN","Y",28,1994,2024,"lcm_2019",38.90177881,75.483372,5.259087394,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005881148,0.055625371,1
"34346","SX8797","DEVN","Y",27,1997,2024,"lcm_2019",84.84145398,60.86620263,11.13689095,1.54679041,"Arable","Arable",0.011918679,0.048568298,1
"34357","SX9180","DEVN","Y",23,1994,2024,"lcm_2019",57.15390565,52.32018561,5.877803558,1.856148492,"Coniferous woodland","Coniferous woodland",0.006326681,0.045436794,1
"34364","SX9255","DEVN","Y",27,1998,2024,"lcm_2019",22.82014971,88.93384584,4.855351001,1.942140401,"Built-up areas and gardens","Built-up areas and gardens",0.004058235,0.060929604,1
"34382","SX9293","DEVN","Y",28,1994,2024,"lcm_2019",26.75947409,90.25522042,4.021655066,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.005021422,0.059154755,1
"34389","SX9492","DEVN","Y",24,1994,2023,"lcm_2019",19.79891725,90.64191802,3.09358082,0.928074246,"Built-up areas and gardens","Built-up areas and gardens",0.004385666,0.056697932,1
"34395","SX9593","DEVN","Y",26,1994,2023,"lcm_2019",44.00618716,65.9512761,4.64037123,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.006543536,0.043154963,1
"34402","SY0394","DEVN","Y",14,1998,2022,"lcm_2019",58.39133797,78.80897138,8.043310131,1.237432328,"Arable","Arable",0.008557409,0.062081847,1
"34405","SY0481","DEVN","Y",16,2006,2023,"lcm_2019",76.37102234,53.75761679,9.38839991,2.166553825,"Arable","Arable",0.009638959,0.057157955,1
"34416","SY0694","DEVN","Y",25,1997,2024,"lcm_2019",90.40989946,23.47254447,14.84918794,1.856148492,"Built-up areas and gardens","Improved grassland",0.01568369,0.045140838,0
"34420","SY0986","DEVN","Y",12,1998,2018,"lcm_2019",40.44856922,85.17014695,6.805877804,2.165506574,"Arable","Arable",0.005938706,0.052866023,1
"34426","SY1394","DEVN","Y",24,1997,2023,"lcm_2019",73.62722351,25.03866976,8.662026295,1.54679041,"Improved grassland","Improved grassland",0.013590734,0.05408816,1
"34437","SY1492","DEVN","Y",19,1998,2022,"lcm_2019",87.78035576,25.2900232,12.99303944,1.856148492,"Improved grassland","Improved grassland",0.01204893,0.057047775,1
"34450","SY2288","DEVN","Y",21,1997,2024,"lcm_2019",69.00690069,43.08430843,8.640864086,2.400240024,"Arable","Arable",0.009247911,0.052564014,1
"34468","SY3597","DORS","Y",21,1995,2024,"lcm_2019",81.05181748,30.99381284,8.662026295,1.856148492,"Improved grassland","Improved grassland",0.014273238,0.051955177,1
"34471","SY3797","DORS","Y",21,1999,2024,"lcm_2019",45.24361949,78.46094354,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.006978807,0.050019307,1
"34489","SY3994","DORS","Y",4,2004,2024,"lcm_2019",78.73163186,60.20881671,10.51817479,2.165506574,"Improved grassland","Improved grassland",0.010558767,0.054981784,1
"34493","SY4392","DORS","Y",5,2006,2022,"lcm_2019",80.89713844,61.48491879,10.20881671,2.165506574,"Improved grassland","Improved grassland",0.012779874,0.054949424,1
"34498","SY4694","DORS","Y",24,1994,2024,"lcm_2019",57.23124517,64.69450889,8.352668213,1.54679041,"Improved grassland","Improved grassland",0.008344292,0.060188047,1
"34506","SY5091","DORS","Y",11,2007,2023,"lcm_2019",34.88012374,85.53750967,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.005895118,0.056779592,1
"34518","SY5783","DORS","Y",20,1995,2022,"lcm_2019",49.75609756,62.31707317,12.35772358,1.951219512,"Improved grassland","Improved grassland",0.007671233,0.122071509,1
"34521","SY6185","DORS","Y",26,1994,2024,"lcm_2019",16.78267595,90.98994586,3.712296984,1.237432328,"Improved grassland","Improved grassland",0.003926902,0.061169736,1
"34530","SY6293","DORS","Y",9,2016,2024,"lcm_2019",54.21500387,55.60711524,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.010208623,0.046219552,1
"34540","SY6591","DORS","Y",29,1994,2024,"lcm_2019",57.46326373,51.99149265,5.877803558,1.237432328,"Arable","Arable",0.006961696,0.035529045,1
"34545","SY6697","DORS","Y",5,2016,2023,"lcm_2019",52.97757154,27.18484145,5.568445476,1.54679041,"Arable","Improved grassland",0.012062589,0.03856728,0
"34554","SY6872","DORS","Y",17,2007,2024,"lcm_2019",63.68627451,37.69934641,7.529411765,2.928104575,"Mountain, heath and bog","Mountain, heath and bog",0.011373093,0.040838724,1
"34557","SY6883","DORS","Y",24,1994,2022,"lcm_2019",51.97215777,34.18406806,6.805877804,1.54679041,"Arable","Arable",0.00841629,0.066335512,1
"34568","SY6983","DORS","Y",27,1994,2024,"lcm_2019",57.84996133,40.13921114,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.011830443,0.049155325,1
"34574","SY7092","DORS","Y",23,1997,2024,"lcm_2019",32.55993813,51.16009281,3.402938902,1.237432328,"Arable","Arable",0.006439909,0.071732849,1
"34579","SY7191","DORS","Y",28,1994,2024,"lcm_2019",60.78886311,54.42768755,7.115235886,1.856148492,"Improved grassland","Improved grassland",0.011680284,0.048738944,1
"34588","SY7288","DORS","Y",25,1995,2022,"lcm_2019",54.83372003,62.87703016,6.805877804,1.54679041,"Arable","Arable",0.007552276,0.046927844,1
"34609","SY7386","DORS","Y",14,1998,2024,"lcm_2019",74.7099768,48.02784223,8.352668213,1.237432328,"Improved grassland","Improved grassland",0.012399356,0.044362464,1
"34619","SY7496","DORS","Y",20,1999,2024,"lcm_2019",32.71461717,86.13689095,4.331013148,0.928074246,"Arable","Arable",0.005746352,0.040237347,1
"34624","SY7695","DORS","Y",21,1994,2024,"lcm_2019",54.60170147,60.03480278,8.043310131,2.165506574,"Arable","Arable",0.006621578,0.052477078,1
"34646","SY8486","DORS","Y",20,2000,2024,"lcm_2019",50.73472544,49.26527456,5.877803558,2.165506574,"Improved grassland","Improved grassland",0.008916797,0.040532778,1
"34654","SY8589","DORS","Y",14,2005,2024,"lcm_2019",78.80897138,26.93348801,8.662026295,1.54679041,"Mountain, heath and bog","Coniferous woodland",0.014012922,0.047058411,0
"34663","SY9185","DORS","Y",28,1994,2024,"lcm_2019",102.4748647,49.69064192,17.32405259,2.474864656,"Improved grassland","Improved grassland",0.013291829,0.053829233,1
"34675","SY9189","DORS","Y",20,1998,2024,"lcm_2019",54.13766435,31.612529,6.805877804,1.54679041,"Coniferous woodland","Coniferous woodland",0.006948012,0.048981579,1
"34677","SY9196","DORS","Y",23,1994,2024,"lcm_2019",45.16627997,71.53905646,5.877803558,1.54679041,"Arable","Arable",0.006140541,0.048443286,1
"34688","SY9390","DORS","Y",22,1995,2024,"lcm_2019",92.57540603,20.28228925,12.68368136,1.54679041,"Coniferous woodland","Improved grassland",0.012888465,0.052704234,0
"34693","SY9688","DORS","Y",12,2007,2024,"lcm_2019",54.35665914,50.02257336,6.139954853,2.528216704,"Mountain, heath and bog","Mountain, heath and bog",0.008231047,0.042893161,1
"34699","SY9785","DORS","Y",10,2006,2023,"lcm_2019",79.19566899,32.63727765,9.899458623,2.474864656,"Coastal","Coastal",0.01056872,0.047208812,1
"34710","SY9985","DORS","Y",13,2006,2024,"lcm_2019",84.84145398,16.27996906,12.37432328,2.474864656,"Improved grassland","Improved grassland",0.011496437,0.072453471,1
"34715","SZ0085","DORS","Y",4,2016,2024,"lcm_2019",72.87319422,36.37640449,10.59390048,2.247191011,"Coniferous woodland","Coniferous woodland",0.010457805,0.052905329,1
"34722","SZ0796","DORS","Y",21,1997,2022,"lcm_2019",31.39984532,74.11059551,3.712296984,1.54679041,"Built-up areas and gardens","Built-up areas and gardens",0.004549961,0.055909034,1
"34733","SZ0890","DORS","Y",17,1997,2024,"lcm_2019",29.3460925,88.15789474,4.465709729,2.551834131,"Built-up areas and gardens","Built-up areas and gardens",0.005355043,0.049581685,1
"34742","SZ1095","DORS","Y",8,1994,2024,"lcm_2019",59.72920696,59.53578337,5.570599613,1.856866538,"Built-up areas and gardens","Built-up areas and gardens",0.007693307,0.062593893,1
"34745","SZ1396","DORS","Y",31,1994,2024,"lcm_2019",77.26218097,35.20881671,11.75560712,2.165506574,"Mountain, heath and bog","Mountain, heath and bog",0.009181768,0.059010539,1
"34755","SZ1499","DORS","Y",25,1996,2024,"lcm_2019",74.47795824,46.65506574,12.68368136,2.165506574,"Improved grassland","Improved grassland",0.010310816,0.060033584,1
"34759","SZ1698","DORS","Y",23,1996,2024,"lcm_2019",59.55143078,43.25212684,9.590100541,2.165506574,"Improved grassland","Improved grassland",0.0098346,0.057589484,1
"34771","SZ1998","DORS","Y",12,1994,2024,"lcm_2019",106.1098221,19.56689869,16.39597834,2.165506574,"Improved grassland","Built-up areas and gardens",0.013201581,0.050611732,0
"34773","SZ2093","HAMP","Y",9,2016,2024,"lcm_2019",41.76554343,74.34741338,4.93592786,1.898433792,"Built-up areas and gardens","Built-up areas and gardens",0.0058985,0.035895819,1
"34782","SZ2098","HAMP","Y",7,2015,2024,"lcm_2019",107.579273,31.96055684,18.56148492,2.165506574,"Improved grassland","Improved grassland",0.016696915,0.064560762,1
"34799","SZ2892","HAMP","Y",12,2013,2024,"lcm_2019",69.02963393,40.86771257,9.296920395,2.169281426,"Built-up areas and gardens","Built-up areas and gardens",0.009668246,0.043193578,1
"34812","SZ2994","HAMP","Y",26,1997,2024,"lcm_2019",97.44779582,24.67130704,15.15854602,2.165506574,"Improved grassland","Improved grassland",0.014231975,0.056097436,1
"34816","SZ3098","HAMP","Y",31,1994,2024,"lcm_2019",94.74091261,46.6937355,13.30239753,2.165506574,"Improved grassland","Improved grassland",0.016066253,0.059921321,1
"34824","SZ3191","HAMP","Y",28,1996,2024,"lcm_2019",24.79976268,92.73212697,4.746366063,3.322456244,"Coastal","Coastal",0.006551504,0.059369535,1
"34830","SZ3195","HAMP","Y",28,1996,2024,"lcm_2019",29.93039443,82.46326373,3.09358082,1.237432328,"Built-up areas and gardens","Built-up areas and gardens",0.005289566,0.053843736,1
"34841","SZ3198","HAMP","Y",7,2015,2023,"lcm_2019",109.2807425,51.37277649,14.84918794,2.165506574,"Improved grassland","Improved grassland",0.016108393,0.052048073,1
"34843","SZ3399","HAMP","Y",10,2014,2024,"lcm_2019",38.59242073,50.36736272,5.568445476,1.856148492,"Mountain, heath and bog","Mountain, heath and bog",0.004667946,0.061981424,1
"34854","SZ3489","IWGT","Y",11,2005,2023,"lcm_2019",83.08952604,19.80690462,11.70275015,3.276770041,"Arable","Built-up areas and gardens",0.014534712,0.048419256,0
"34861","SZ3883","IWGT","Y",17,2006,2024,"lcm_2019",81.33333333,42.16666667,11.73333333,2.666666667,"Improved grassland","Improved grassland",0.011952569,0.056554262,1
"34868","SZ3983","IWGT","Y",19,2006,2024,"lcm_2019",83.48260779,52.00999792,10.331181,1.99958342,"Improved grassland","Improved grassland",0.012398879,0.047146731,1
"34873","SZ4085","IWGT","Y",22,1994,2023,"lcm_2019",46.86774942,46.28770302,5.877803558,1.54679041,"Arable","Arable",0.006750209,0.048555952,1
"34882","SZ4097","HAMP","Y",3,2018,2023,"lcm_2019",74.09126063,62.27764888,9.899458623,2.474864656,"Improved grassland","Improved grassland",0.010108662,0.047728237,1
"34893","SZ4184","IWGT","Y",27,1994,2023,"lcm_2019",46.63573086,45.47563805,6.18716164,1.856148492,"Improved grassland","Improved grassland",0.010306122,0.052157357,1
"34898","SZ4387","IWGT","Y",9,2016,2024,"lcm_2019",82.90796597,33.44934261,11.44624903,1.237432328,"Improved grassland","Arable",0.012763006,0.041425728,0
"34908","SZ4479","IWGT","Y",17,2006,2023,"lcm_2019",91.80327869,36.06557377,9.044657999,5.426794799,"Improved grassland","Arable",0.013918495,0.049789906,0
"34915","SZ4483","IWGT","Y",6,2017,2023,"lcm_2019",37.20030936,79.69837587,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.005337215,0.061360621,1
"34918","SZ4975","IWGT","Y",28,1994,2024,"lcm_2019",69.71340046,54.60883036,7.43609605,3.098373354,"Improved grassland","Improved grassland",0.011858156,0.039165793,1
"34926","SZ4976","IWGT","Y",6,2019,2024,"lcm_2019",68.21641638,42.54268669,7.570458753,1.645751903,"Improved grassland","Improved grassland",0.012649903,0.06236596,1
"34931","SZ4996","IWGT","Y",9,2016,2024,"lcm_2019",28.46846847,80.13513514,9.369369369,3.603603604,"Built-up areas and gardens","Built-up areas and gardens",0.006430579,0.078461727,1
"34948","SZ5186","IWGT","Y",5,2000,2024,"lcm_2019",74.55529776,34.22273782,8.971384377,2.165506574,"Improved grassland","Improved grassland",0.009355932,0.046454581,1
"34953","SZ5276","IWGT","Y",7,2015,2024,"lcm_2019",65.13426423,39.05477981,5.155746509,1.71858217,"Improved grassland","Arable",0.008624862,0.041322842,0
"34966","SZ5294","IWGT","Y",3,2016,2023,"lcm_2019",91.4595949,18.77218626,12.36166214,2.004593861,"Improved grassland","Broadleaf woodland",0.016017798,0.047135978,0
"34970","SZ5392","IWGT","Y",8,2017,2024,"lcm_2019",83.52668213,25.5800464,8.662026295,2.165506574,"Improved grassland","Built-up areas and gardens",0.012879819,0.042257325,0
"34978","SZ5584","IWGT","Y",30,1994,2024,"lcm_2019",73.93658159,57.25058005,9.280742459,1.856148492,"Improved grassland","Improved grassland",0.009672408,0.043686676,1
"34984","SZ5682","IWGT","Y",11,2013,2024,"lcm_2019",69.99226605,40.64191802,11.13689095,1.54679041,"Arable","Arable",0.007725975,0.054086578,1
"34994","SZ5685","IWGT","Y",6,2018,2024,"lcm_2019",77.64887858,32.77262181,8.662026295,2.165506574,"Improved grassland","Improved grassland",0.011941003,0.048814266,1
"35002","SZ5780","IWGT","Y",14,2010,2024,"lcm_2019",63.34106729,40.39056458,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.011871709,0.056232873,1
