"","sitename","region_code","allocated","nyrs","firstyear","lastyear","layer","edge_density","largest_patch_index","patch_density","patch_richness_density","dominant_habitat","largest_patch_habitat","largest_patch_perimarea","mean_patch_perimarea","dominant_largest_same"
"8240","NT7911","BORD","Y",14,2010,2024,"lcm_2019",13.225058,87.5483372,0.618716164,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.004134276,0.008091983,1
"8252","NT7912","BORD","Y",16,2007,2024,"lcm_2019",12.60634184,93.31013148,0.928074246,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.003878989,0.017284242,1
"8258","NT7913","BORD","Y",15,2007,2024,"lcm_2019",3.402938902,99.12993039,0.928074246,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.002730642,0.035576881,1
"8266","NT7930","BORD","Y",12,2013,2024,"lcm_2019",56.76720804,45.99767981,7.424593968,1.54679041,"Improved grassland","Improved grassland",0.009920135,0.06265269,1
"8273","NT7970","LOTH","Y",14,2004,2024,"lcm_2019",64.58651538,23.73990836,7.331442287,2.094697796,"Arable","Broadleaf woodland",0.012867647,0.041269138,0
"8276","NT8133","BORD","Y",17,1998,2024,"lcm_2019",40.29389018,71.65506574,5.568445476,1.237432328,"Arable","Arable",0.005331894,0.04330468,1
"8283","NT8268","BORD","Y",26,1994,2024,"lcm_2019",46.55839134,47.96983759,4.331013148,1.54679041,"Improved grassland","Improved grassland",0.009028617,0.043686245,1
"8292","NT8710","NBLD","Y",24,1996,2024,"lcm_2019",16.93735499,91.53132251,3.09358082,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004123363,0.053063841,1
"8300","NT8711","NBLD","Y",9,2014,2024,"lcm_2019",22.89249807,76.17942769,2.474864656,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004304569,0.039362486,1
"8307","NT8817","NBLD","Y",6,2006,2023,"lcm_2019",34.26140758,41.72467131,3.09358082,0.928074246,"Coniferous woodland","Coniferous woodland",0.006932345,0.047351157,1
"8315","NT9040","NBLD","Y",12,2009,2024,"lcm_2019",36.81361176,83.31399845,5.259087394,1.237432328,"Arable","Arable",0.005551172,0.04877268,1
"8323","NT9134","NBLD","Y",12,2005,2024,"lcm_2019",53.82830626,60.44083527,6.18716164,1.237432328,"Arable","Arable",0.008701216,0.049049528,1
"8327","NT9136","NBLD","Y",17,2006,2024,"lcm_2019",55.22041763,77.90023202,6.18716164,1.54679041,"Arable","Arable",0.008339538,0.049392998,1
"8339","NT9633","NBLD","Y",19,1994,2024,"lcm_2019",51.81747873,51.31477185,6.496519722,1.237432328,"Arable","Arable",0.008651093,0.047384204,1
"8344","NT9635","NBLD","Y",20,2003,2024,"lcm_2019",61.48491879,48.33720031,6.496519722,1.237432328,"Arable","Arable",0.00944,0.049164504,1
"8361","NT9910","NBLD","Y",16,2006,2024,"lcm_2019",44.62490333,65.39056458,7.424593968,1.237432328,"Improved grassland","Improved grassland",0.006434063,0.061667283,1
"8372","NT9913","NBLD","Y",29,1994,2024,"lcm_2019",21.65506574,86.36890951,3.712296984,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.003850459,0.046932058,1
"8379","NT9914","NBLD","Y",29,1994,2024,"lcm_2019",17.16937355,89.96519722,2.165506574,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.003834086,0.023045884,1
"8380","NU0020","NBLD","Y",27,1994,2024,"lcm_2019",41.91802011,70.84300077,5.877803558,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004126638,0.047887193,1
"8393","NU0126","NBLD","Y",28,1994,2024,"lcm_2019",61.02088167,27.57153906,10.20881671,1.54679041,"Arable","Arable",0.006732118,0.051854001,1
"8421","NU0310","NBLD","Y",17,2006,2024,"lcm_2019",41.84068059,55.29775715,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.00772028,0.054980589,1
"8428","NU0426","NBLD","Y",7,2017,2024,"lcm_2019",42.15003867,47.60247486,5.259087394,1.237432328,"Improved grassland","Improved grassland",0.007343623,0.047551319,1
"8449","NU0726","NBLD","Y",29,1994,2024,"lcm_2019",56.68986852,33.39133797,6.496519722,1.856148492,"Coniferous woodland","Coniferous woodland",0.006207296,0.036814278,1
"8453","NU0804","NBLD","Y",15,2007,2023,"lcm_2019",38.36040217,78.46094354,3.402938902,1.237432328,"Mountain, heath and bog","Mountain, heath and bog",0.006446525,0.044780014,1
"8464","NU0840","NBLD","Y",18,2006,2024,"lcm_2019",27.37819026,57.09590101,3.712296984,1.54679041,"Arable","Arable",0.005120217,0.045555634,1
"8466","NU1019","NBLD","Y",28,1994,2024,"lcm_2019",63.26372776,67.09203403,7.115235886,1.54679041,"Improved grassland","Improved grassland",0.010697406,0.043640007,1
"8477","NU1024","NBLD","Y",18,2006,2024,"lcm_2019",26.83681361,59.93812838,4.021655066,1.54679041,"Mountain, heath and bog","Mountain, heath and bog",0.004258065,0.061945254,1
"8485","NU1100","NBLD","Y",19,1997,2024,"lcm_2019",39.75251353,82.57927301,4.331013148,1.237432328,"Improved grassland","Improved grassland",0.006368532,0.050593594,1
"8489","NU1108","NBLD","Y",9,2007,2024,"lcm_2019",45.55297757,53.28692962,4.64037123,1.856148492,"Improved grassland","Improved grassland",0.006618287,0.03719644,1
"8495","NU1402","NBLD","Y",23,1999,2024,"lcm_2019",47.33178654,68.90951276,6.18716164,1.54679041,"Improved grassland","Improved grassland",0.00691358,0.044281478,1
"8501","NU1433","NBLD","Y",24,1999,2024,"lcm_2019",58.93271462,60.17014695,8.043310131,1.54679041,"Arable","Arable",0.005526992,0.050801446,1
"8508","NU2030","NBLD","Y",27,1997,2024,"lcm_2019",45.70765661,31.28383604,4.331013148,1.237432328,"Arable","Arable",0.007515451,0.048264975,1
"8520","NU2110","NBLD","Y",18,2006,2024,"lcm_2019",64.11446249,55.06573859,7.733952049,1.54679041,"Arable","Arable",0.00755618,0.058126739,1
"8525","NU2127","NBLD","Y",10,2006,2024,"lcm_2019",45.55297757,28.71229698,4.331013148,1.54679041,"Arable","Improved grassland",0.012228956,0.041818642,0
"8556","NX1682","AYRS","Y",6,2007,2024,"lcm_2019",42.92343387,47.91183295,3.712296984,1.237432328,"Coniferous woodland","Coniferous woodland",0.006101695,0.036763898,1
"8568","NX2381","AYRS","Y",4,1995,2023,"lcm_2019",59.78344934,66.97602475,6.805877804,1.237432328,"Improved grassland","Improved grassland",0.008591224,0.047199486,1
"8586","NX2983","AYRS","Y",10,1995,2023,"lcm_2019",52.12683681,68.02010828,5.259087394,1.54679041,"Coniferous woodland","Coniferous woodland",0.00700398,0.050054376,1
"8613","NX4069","WIGT","Y",8,2006,2023,"lcm_2019",27.45552978,70.26295437,3.712296984,1.237432328,"Mountain, heath and bog","Mountain, heath and bog",0.005811778,0.064490267,1
"8618","NX4151","WIGT","Y",23,1996,2023,"lcm_2019",31.24516628,87.49033256,5.568445476,1.237432328,"Improved grassland","Improved grassland",0.00519779,0.060171774,1
"8627","NX4438","WIGT","Y",24,1995,2023,"lcm_2019",26.75947409,83.7587007,3.09358082,1.237432328,"Improved grassland","Improved grassland",0.004967682,0.040032635,1
"8639","NX4766","WIGT","Y",8,2017,2024,"lcm_2019",23.74323279,75.483372,2.784222738,1.54679041,"Coniferous woodland","Coniferous woodland",0.004221311,0.043628723,1
"8649","NX4861","WIGT","Y",9,2015,2023,"lcm_2019",58.54601701,56.84454756,4.64037123,1.54679041,"Mountain, heath and bog","Mountain, heath and bog",0.011945578,0.04777284,1
"8656","NX4997","AYRS","Y",9,2012,2024,"lcm_2019",30.08507347,54.65970611,3.402938902,1.856148492,"Freshwater","Freshwater",0.003961797,0.038677182,1
"8663","NX5099","KIRK","Y",10,1995,2024,"lcm_2019",23.89791183,52.41686002,3.09358082,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.004426411,0.059834098,1
"8672","NX5190","KIRK","Y",12,1995,2024,"lcm_2019",12.76102088,60.59551431,0.618716164,0.618716164,"Coniferous woodland","Coniferous woodland",0.00464582,0.005129583,1
"8676","NX5191","KIRK","Y",12,1995,2024,"lcm_2019",5.491105955,92.22737819,0.928074246,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.002750524,0.015173497,1
"8698","NX5994","KIRK","Y",2,2007,2008,"lcm_2019",6.26450116,98.78190255,1.856148492,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.003084752,0.057713149,1
"8703","NX6157","KIRK","Y",9,2007,2024,"lcm_2019",56.84454756,33.19798917,6.18716164,1.856148492,"Improved grassland","Coniferous woodland",0.009085614,0.04950683,0
"8725","NX6488","KIRK","Y",18,1994,2024,"lcm_2019",18.0974478,68.75483372,1.856148492,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.004611924,0.037251573,1
"8730","NX6576","KIRK","Y",20,1994,2019,"lcm_2019",19.79891725,94.4508894,4.021655066,1.237432328,"Improved grassland","Improved grassland",0.004454452,0.073446227,1
"8741","NX6847","KIRK","Y",14,1997,2024,"lcm_2019",40.06187162,33.08197989,4.331013148,1.54679041,"Coastal","Coastal",0.005610754,0.037782063,1
"8748","NX6945","KIRK","Y",2,1998,1999,"lcm_2019",46.09435422,78.77030162,5.877803558,1.54679041,"Improved grassland","Improved grassland",0.008011782,0.05619031,1
"8759","NX8062","KIRK","Y",22,1995,2024,"lcm_2019",24.98066512,93.46481052,4.64037123,0.928074246,"Improved grassland","Improved grassland",0.00474969,0.056015569,1
"8765","NX8082","DUMF","Y",20,1994,2019,"lcm_2019",21.42304718,54.56303171,1.856148492,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.005386251,0.024426572,1
"8776","NX8099","DUMF","Y",24,1994,2019,"lcm_2019",52.28151585,44.74091261,4.949729312,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.005842697,0.047712625,1
"8783","NX8278","KIRK","Y",14,2007,2024,"lcm_2019",22.11910286,69.76024749,2.474864656,1.237432328,"Coniferous woodland","Coniferous woodland",0.003858093,0.032815178,1
"8790","NX8665","KIRK","Y",6,1999,2023,"lcm_2019",23.20185615,93.94818252,3.402938902,0.928074246,"Improved grassland","Improved grassland",0.005038074,0.059068563,1
"8795","NX9282","DUMF","Y",15,2003,2024,"lcm_2019",43.61948956,67.24671307,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.006923519,0.072616204,1
"8806","NX9391","DUMF","Y",22,1995,2024,"lcm_2019",7.269914927,96.26836814,1.856148492,1.237432328,"Coniferous woodland","Coniferous woodland",0.002972484,0.063547362,1
"8809","NX9482","DUMF","Y",3,2007,2009,"lcm_2019",100.4640371,14.9845321,12.68368136,1.54679041,"Arable","Arable",0.016309677,0.054098115,1
"8829","NX9970","DUMF","Y",8,2000,2023,"lcm_2019",52.41322654,39.65906757,6.572191415,1.643047854,"Improved grassland","Improved grassland",0.009114448,0.048802895,1
"8839","NY0031","CUMB","Y",16,2005,2024,"lcm_2019",60.50695012,35.26165168,5.560098119,1.635322976,"Coastal","Coastal",0.009878261,0.031607441,1
"8856","NY0667","DUMF","Y",13,1998,2017,"lcm_2019",56.47058824,37.37254902,5.647058824,2.196078431,"Coastal","Coastal",0.01112277,0.03408207,1
"8864","NY0783","DUMF","Y",23,1994,2024,"lcm_2019",63.88244393,51.04408353,7.424593968,1.856148492,"Improved grassland","Improved grassland",0.011242424,0.040219216,1
"8889","NY1084","DUMF","Y",23,1994,2024,"lcm_2019",68.98685228,58.19798917,7.115235886,1.54679041,"Improved grassland","Improved grassland",0.011986711,0.051319222,1
"8903","NY1151","CUMB","Y",19,1994,2022,"lcm_2019",26.83681361,90.81593194,4.64037123,1.237432328,"Arable","Arable",0.004956355,0.050958205,1
"8911","NY1171","DUMF","Y",12,1994,2024,"lcm_2019",57.23124517,66.1446249,8.971384377,1.54679041,"Arable","Arable",0.008231511,0.055805111,1
"8915","NY1498","DUMF","Y",10,1995,2024,"lcm_2019",35.18948183,51.58546017,3.712296984,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.006626687,0.057065711,1
"8924","NY1527","CUMB","Y",17,2003,2024,"lcm_2019",54.67904099,77.8228925,4.021655066,1.54679041,"Improved grassland","Improved grassland",0.008645963,0.045104103,1
"8929","NY1548","CUMB","Y",29,1994,2024,"lcm_2019",63.10904872,37.5483372,7.115235886,1.237432328,"Improved grassland","Improved grassland",0.010916581,0.050696174,1
"8939","NY1796","DUMF","Y",11,1994,2024,"lcm_2019",25.21268368,93.2907966,2.474864656,0.618716164,"Coniferous woodland","Coniferous woodland",0.005289119,0.051141728,1
"8947","NY2115","CUMB","Y",19,2003,2024,"lcm_2019",29.46635731,83.73936582,2.165506574,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.006169476,0.055650438,1
"8950","NY2320","CUMB","Y",28,1994,2024,"lcm_2019",66.66666667,45.12761021,8.971384377,1.54679041,"Improved grassland","Improved grassland",0.013059126,0.059238004,1
"8961","NY2421","CUMB","Y",17,1995,2017,"lcm_2019",58.23665893,36.774942,6.496519722,1.54679041,"Improved grassland","Improved grassland",0.010389064,0.051186752,1
"8966","NY2518","CUMB","Y",20,2002,2024,"lcm_2019",51.75014504,40.95919551,5.260104429,1.547089538,"Broadleaf woodland","Broadleaf woodland",0.01095373,0.040771971,1
"8989","NY2700","CUMB","Y",3,2015,2021,"lcm_2019",0,100,0.309358082,0.309358082,"Semi-natural grassland","Semi-natural grassland",0.002474865,0.002474865,1
"8991","NY2756","CUMB","Y",17,2007,2024,"lcm_2019",58.93271462,50.17401392,6.805877804,1.856148492,"Arable","Arable",0.008262042,0.041332217,1
"9005","NY2832","CUMB","Y",13,1994,2024,"lcm_2019",12.37432328,93.07811292,1.237432328,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.003722476,0.027574382,1
"9015","NY2919","CUMB","Y",17,2003,2024,"lcm_2019",27.84222738,55.43310131,4.949729312,1.856148492,"Semi-natural grassland","Semi-natural grassland",0.004241367,0.07845267,1
"9024","NY2926","CUMB","Y",25,1994,2023,"lcm_2019",16.47331787,88.59242073,2.474864656,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.004015714,0.033096941,1
"9031","NY2927","CUMB","Y",11,2011,2023,"lcm_2019",11.36890951,96.53905646,1.856148492,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.003589025,0.037486648,1
"9035","NY2931","CUMB","Y",11,1994,2017,"lcm_2019",14.92652746,61.65893271,1.237432328,0.618716164,"Mountain, heath and bog","Mountain, heath and bog",0.004766384,0.055312993,1
"9046","NY3101","CUMB","Y",4,2011,2024,"lcm_2019",56.14849188,42.15003867,5.877803558,1.237432328,"Broadleaf woodland","Broadleaf woodland",0.010899083,0.05003306,1
"9052","NY3102","CUMB","Y",14,1998,2024,"lcm_2019",57.84996133,48.89791183,6.805877804,1.54679041,"Broadleaf woodland","Broadleaf woodland",0.011704231,0.053988108,1
"9067","NY3215","CUMB","Y",5,2018,2023,"lcm_2019",27.06883217,63.51508121,2.784222738,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.003799087,0.042595738,1
"9070","NY3228","CUMB","Y",15,2003,2019,"lcm_2019",4.872389791,97.87316319,1.54679041,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.002781509,0.053277124,1
"9090","NY3351","CUMB","Y",20,2003,2023,"lcm_2019",66.0479505,55.8391338,7.424593968,1.54679041,"Arable","Arable",0.011274238,0.049558514,1
"9103","NY3429","CUMB","Y",10,2014,2023,"lcm_2019",0,100,0.309358082,0.309358082,"Semi-natural grassland","Semi-natural grassland",0.002474865,0.002474865,1
"9110","NY3445","CUMB","Y",17,2003,2024,"lcm_2019",48.41453983,80.14307811,6.18716164,1.237432328,"Improved grassland","Improved grassland",0.008202654,0.041833931,1
"9116","NY3673","DUMF","Y",24,1994,2024,"lcm_2019",56.07115236,36.58159319,5.568445476,1.54679041,"Improved grassland","Improved grassland",0.008245243,0.03989222,1
"9124","NY3773","DUMF","Y",25,1994,2024,"lcm_2019",67.67208043,42.20804331,8.352668213,1.54679041,"Improved grassland","Improved grassland",0.006889601,0.047763741,1
"9133","NY4171","CUMB","Y",5,1996,2024,"lcm_2019",45.78499613,60.15081206,5.877803558,1.237432328,"Improved grassland","Improved grassland",0.008614593,0.065411383,1
"9139","NY4192","BORD","Y",8,1994,2024,"lcm_2019",18.4841454,77.76488786,0.928074246,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.003799105,0.01337608,1
"9146","NY4215","CUMB","Y",23,1994,2024,"lcm_2019",2.706883217,98.89791183,0.618716164,0.618716164,"Semi-natural grassland","Semi-natural grassland",0.002690127,0.017485414,1
"9154","NY4243","CUMB","Y",10,1994,2015,"lcm_2019",38.43774169,86.29156999,4.64037123,0.928074246,"Improved grassland","Improved grassland",0.006560609,0.054244033,1
"9158","NY4383","BORD","Y",7,1994,2024,"lcm_2019",5.413766435,91.51198763,0.618716164,0.618716164,"Coniferous woodland","Coniferous woodland",0.002941052,0.006573032,1
"9166","NY4610","CUMB","Y",28,1994,2024,"lcm_2019",22.66047951,87.72235112,2.165506574,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.005095878,0.038823995,1
"9171","NY4649","CUMB","Y",14,2004,2017,"lcm_2019",44.00618716,74.16860015,5.877803558,1.54679041,"Improved grassland","Improved grassland",0.007486966,0.053182716,1
"9181","NY4823","CUMB","Y",5,2010,2014,"lcm_2019",48.49187935,49.30394432,6.496519722,1.856148492,"Semi-natural grassland","Semi-natural grassland",0.006023529,0.048542862,1
"9188","NY4824","CUMB","Y",17,1994,2014,"lcm_2019",55.06573859,67.42072699,8.662026295,1.856148492,"Improved grassland","Improved grassland",0.008098652,0.051706897,1
"9198","NY4954","CUMB","Y",9,1994,2019,"lcm_2019",86.62026295,59.45475638,9.899458623,1.237432328,"Improved grassland","Improved grassland",0.014881301,0.044294014,1
"9206","NY5087","CUMB","Y",10,1995,2024,"lcm_2019",43.07811292,47.0804331,7.424593968,1.54679041,"Coniferous woodland","Coniferous woodland",0.004468172,0.072041408,1
"9211","NY5252","CUMB","Y",14,1994,2016,"lcm_2019",52.20417633,77.20417633,6.805877804,1.54679041,"Improved grassland","Improved grassland",0.008294515,0.046333113,1
"9216","NY5290","BORD","Y",10,1994,2024,"lcm_2019",48.64655839,58.02397525,4.949729312,1.856148492,"Coniferous woodland","Coniferous woodland",0.005438187,0.048090678,1
"9225","NY5381","CUMB","Y",24,1995,2024,"lcm_2019",6.651198763,98.33720031,1.54679041,0.618716164,"Coniferous woodland","Coniferous woodland",0.003098702,0.072854173,1
"9231","NY5503","CUMB","Y",12,1995,2019,"lcm_2019",44.85692189,65.1778809,2.784222738,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.008567191,0.035810402,1
"9245","NY5794","BORD","Y",9,1997,2024,"lcm_2019",19.48955916,59.57076566,1.54679041,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.005271016,0.020355123,1
"9263","NY5901","CUMB","Y",27,1994,2024,"lcm_2019",35.34416087,77.95823666,2.165506574,1.237432328,"Semi-natural grassland","Semi-natural grassland",0.006269841,0.03723213,1
"9264","NY5926","CUMB","Y",16,1994,2024,"lcm_2019",45.39829853,66.62799691,6.18716164,1.54679041,"Improved grassland","Improved grassland",0.007289611,0.043001606,1
"9272","NY5945","CUMB","Y",24,1994,2024,"lcm_2019",24.59396752,68.0007734,1.856148492,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.005368212,0.037479033,1
"9285","NY6080","NBLD","Y",6,2016,2024,"lcm_2019",0,100,0.309358082,0.309358082,"Mountain, heath and bog","Mountain, heath and bog",0.002474865,0.002474865,1
"9298","NY6260","NBLD","Y",11,1999,2024,"lcm_2019",29.07965971,48.56921887,3.09358082,1.54679041,"Semi-natural grassland","Semi-natural grassland",0.004681529,0.026480002,1
"9302","NY6402","CUMB","Y",6,2007,2022,"lcm_2019",9.126063418,97.33178654,1.856148492,0.928074246,"Semi-natural grassland","Semi-natural grassland",0.003305522,0.043216636,1
"9311","NY6510","CUMB","Y",8,1994,2024,"lcm_2019",39.59783449,70.08894045,3.09358082,0.928074246,"Mountain, heath and bog","Mountain, heath and bog",0.005870345,0.054394206,1
"9318","NY6558","NBLD","Y",7,2017,2023,"lcm_2019",59.16473318,31.05181748,6.805877804,1.856148492,"Improved grassland","Improved grassland",0.008169365,0.037730598,1
