gridref,region_code,allocated,nyrs,firstyear,lastyear
TF3431,LINS,Y,15,2002,2024
TF3483,LINE,Y,6,2004,2024
TF3488,LINE,Y,16,2007,2024
TF3512,LINS,N,2,2012,2013
TF3598,LINN,Y,18,2005,2024
TF3631,LINS,Y,14,2007,2024
TF3673,LINE,Y,10,2007,2018
TF3862,LINE,N,11,2002,2019
TF3944,LINE,N,17,1994,2016
TF3996,LINN,N,3,2005,2007
TF4117,CAMB,N,19,1998,2016
TF4151,LINE,Y,31,1994,2024
TF4165,LINE,Y,11,2007,2017
TF4279,LINE,N,9,1994,2012
TF4295,LINN,N,3,2006,2008
TF4310,CAMB,N,16,1994,2009
TF4401,CAMB,N,20,1995,2021
TF4500,CAMB,N,1,2007,2007
TF4530,LINS,Y,30,1994,2024
TF4709,CAMB,N,7,1994,2007
TF4765,LINE,Y,6,2018,2024
TF4882,LINE,N,5,2006,2010
TF5056,LINE,Y,23,1995,2017
TF5070,LINE,N,21,1994,2018
TF5420,NKNW,N,21,1994,2016
TF5426,NKNW,Y,12,2013,2024
TF5701,NKSW,N,11,1994,2017
TF5811,NKNW,Y,25,1994,2024
TF6007,NKSW,N,14,1994,2017
TF6306,NKSW,Y,9,2011,2024
TF6308,NKSW,N,6,1994,2013
TF6402,NKSW,Y,28,1994,2023
TF6520,NKNW,N,15,1994,2022
TF6626,NKNW,Y,25,1997,2023
TF6700,NKSW,N,18,1994,2021
TF6801,NKSW,N,1,2017,2017
TF6804,NKSW,Y,13,1997,2023
TF6934,NKNW,Y,13,2005,2018
TF7040,NKNW,Y,21,2004,2024
TF7101,NKSW,Y,13,1994,2024
TF7118,NKNW,Y,7,2018,2024
TF7128,NKNW,Y,11,2012,2023
TF7133,NKNW,Y,18,1996,2022
TF7142,NKNW,Y,21,1994,2024
TF7206,NKSW,N,13,1997,2020
TF7310,NKNW,N,11,1995,2013
TF7313,NKNW,N,16,1995,2019
TF7419,NKNW,N,8,2012,2021
TF7439,NKNW,Y,21,1994,2024
TF7500,NKSW,Y,27,1994,2024
TF7531,NKNW,Y,13,1998,2024
TF7532,NKNW,Y,12,1994,2024
TF7611,NKNW,Y,12,2002,2023
TF7840,NKNW,Y,10,1994,2023
TF8016,NKNW,N,15,1995,2021
TF8120,NKNW,Y,18,2007,2024
TF8138,NKNW,Y,14,1994,2022
TF8409,NKSW,Y,7,2017,2024
TF8412,NKNW,N,1,2022,2022
TF8602,NKSW,Y,21,1995,2024
TF8720,NKNW,Y,19,1994,2024
TF8833,NKNW,Y,17,1997,2024
TF9203,NKSW,N,10,1994,2016
TF9243,NKNW,Y,23,1994,2024
TF9327,NKNW,Y,8,2014,2024
TF9415,NKNW,N,3,1999,2002
TF9437,NKNW,Y,30,1994,2024
TF9443,NKNW,Y,15,1994,2024
TF9506,NKSW,N,11,1994,2018
TF9521,NKNW,Y,20,1994,2024
TF9721,NKNW,Y,5,1998,2024
TF9812,NKNW,N,1,2014,2014
TF9911,NKNW,Y,8,1994,2023
TG0010,NKNE,Y,26,1995,2024
TG0013,NKNE,Y,28,1996,2024
TG0521,NKNE,Y,14,2010,2023
TG0601,NKSE,Y,12,2007,2023
TG0818,NKNE,Y,14,2010,2024
TG0906,NKSE,N,14,2005,2019
TG1115,NKNE,Y,27,1994,2024
TG1202,NKSE,Y,13,2002,2023
TG1225,NKNE,Y,11,2014,2024
TG1238,NKNE,Y,21,2003,2024
TG1301,NKSE,Y,9,2002,2024
TG1310,NKNE,Y,9,2015,2023
TG1403,NKSE,Y,20,1994,2023
TG1538,NKNE,Y,15,1995,2024
TG1620,NKNE,Y,14,2009,2024
TG1643,NKNE,Y,10,2014,2024
TG1908,NKSE,Y,13,2010,2022
TG1923,NKNE,Y,28,1995,2024
TG2111,NKNE,Y,22,2003,2024
TG2114,NKNE,Y,27,1996,2024
TG2307,NKSE,Y,18,2005,2024
TG2425,NKNE,Y,26,1995,2024
TG2537,NKNE,Y,21,2003,2024
TG2600,NKSE,Y,21,1995,2024
TG2604,NKSE,Y,19,1994,2023
TG2609,NKSE,Y,11,1995,2024
TG2620,NKNE,Y,26,1995,2024
TG2816,NKNE,N,10,2012,2023
TG3022,NKNE,Y,22,2003,2024
TG3028,NKNE,Y,18,2004,2024
TG3031,NKNE,Y,29,1995,2024
TG3036,NKNE,Y,15,2009,2024
TG3121,NKNE,Y,11,2014,2024
TG3201,NKSE,Y,24,1994,2024
TG3400,NKSE,N,3,2012,2017
TG3601,NKSE,Y,1,2017,2017
TG3626,NKNE,Y,13,2012,2024
TG3807,NKSE,Y,4,2006,2023
TG4100,NKSE,Y,8,2007,2024
TG4127,NKNE,Y,29,1995,2024
TG4221,NKNE,Y,22,2003,2024
TG4414,NKNE,Y,25,1995,2024
TG4708,NKSE,N,9,2007,2022
TG4710,NKNE,Y,30,1995,2024
TG4920,NKNE,Y,16,2008,2024
TL0011,HERT,Y,9,2015,2024
TL0034,BEDS,Y,20,1998,2024
TL0043,BEDS,Y,14,2011,2024
TL0049,BEDS,Y,25,1997,2024
TL0051,BEDS,N,15,1994,2009
TL0100,HERT,Y,29,1994,2024
TL0105,HERT,Y,18,2006,2024
TL0114,HERT,Y,26,1994,2023
TL0132,BEDS,N,17,1997,2014
TL0216,HERT,Y,20,1995,2022
TL0220,BEDS,N,2,1994,1995
TL0223,BEDS,N,8,1994,2011
TL0239,BEDS,N,19,1999,2022
TL0249,BEDS,Y,29,1994,2024
TL0253,BEDS,N,14,1994,2011
TL0256,BEDS,N,15,1994,2010
TL0275,NHAM,N,17,2005,2021
TL0311,HERT,Y,15,2006,2024
TL0312,HERT,N,15,2006,2020
TL0317,HERT,N,21,1994,2022
TL0325,BEDS,N,3,2007,2010
TL0341,BEDS,N,1,2017,2017
TL0346,BEDS,N,15,1994,2010
TL0347,BEDS,N,10,1995,2018
TL0357,BEDS,Y,15,1997,2022
TL0391,HUNT,Y,9,2016,2024
TL0405,HERT,Y,23,1994,2023
TL0418,HERT,Y,29,1994,2024
TL0428,BEDS,N,19,1994,2023
TL0433,BEDS,N,10,2007,2016
TL0479,NHAM,N,15,1994,2015
TL0487,NHAM,Y,5,2020,2024
TL0511,HERT,N,18,1998,2022
TL0515,HERT,Y,9,2014,2023
TL0541,BEDS,Y,12,1997,2016
TL0555,BEDS,Y,28,1994,2024
TL0597,HUNT,Y,18,2007,2024
TL0621,BEDS,N,4,2008,2011
TL0627,BEDS,N,11,1995,2016
TL0647,BEDS,N,3,1994,2018
TL0649,BEDS,N,16,1994,2022
TL0691,HUNT,N,14,2007,2020
TL0704,HERT,Y,23,1999,2023
TL0709,HERT,Y,17,1994,2023
TL0717,HERT,Y,26,1994,2024
TL0730,BEDS,N,16,1994,2012
TL0758,BEDS,N,24,1994,2023
TL0766,BEDS,N,4,2005,2008
TL0800,HERT,Y,28,1995,2024
TL0807,HERT,Y,8,2012,2023
TL0855,BEDS,Y,21,1996,2023
TL0865,BEDS,Y,24,1994,2021
TL0874,NHAM,N,7,1994,2018
TL0920,BEDS,N,6,2005,2011
TL0936,BEDS,Y,17,2005,2024
TL0941,BEDS,Y,21,1997,2024
TL0949,BEDS,N,9,2008,2021
TL0973,NHAM,N,4,2010,2018
TL1004,HERT,N,17,2006,2022
TL1008,HERT,Y,27,1994,2024
TL1009,HERT,N,27,1994,2023
TL1012,HERT,Y,28,1994,2024
TL1055,BEDS,Y,20,1997,2024
TL1058,BEDS,Y,29,1995,2024
TL1134,BEDS,N,15,1994,2018
TL1148,BEDS,N,17,1994,2019
TL1152,BEDS,Y,30,1994,2024
TL1228,HERT,Y,29,1995,2024
TL1247,BEDS,N,5,1994,1999
TL1256,BEDS,Y,24,1997,2021
TL1278,HUNT,N,13,1995,2011
TL1302,HERT,Y,27,1994,2024
TL1308,HERT,N,20,1995,2021
TL1342,BEDS,Y,21,1994,2024
TL1356,BEDS,Y,29,1994,2024
TL1374,HUNT,N,3,2004,2018
TL1381,HUNT,N,10,2007,2016
TL1397,HUNT,Y,19,2006,2024
TL1400,HERT,Y,25,1994,2024
TL1402,HERT,Y,27,1994,2024
TL1408,HERT,Y,31,1994,2024
TL1426,HERT,Y,18,2006,2024
TL1433,BEDS,Y,13,2005,2024
TL1452,BEDS,N,16,1998,2019
TL1499,HUNT,N,1,2008,2008
TL1515,HERT,Y,31,1994,2024
TL1524,HERT,Y,30,1994,2024
TL1537,BEDS,N,17,1994,2019
TL1541,BEDS,N,5,1994,1998
TL1558,BEDS,N,6,1994,2014
TL1600,HERT,Y,21,1994,2022
TL1612,HERT,Y,30,1994,2024
TL1653,BEDS,Y,15,1997,2023
TL1709,HERT,N,25,1995,2023
TL1719,HERT,Y,16,2007,2024
TL1724,HERT,Y,29,1994,2024
TL1725,HERT,Y,29,1995,2024
TL1786,HUNT,N,2,2007,2008
TL1812,HERT,Y,13,2006,2024
TL1822,HERT,Y,24,1994,2024
TL1830,BEDS,N,8,1994,2012
TL1832,BEDS,N,16,1994,2016
TL1844,BEDS,Y,12,2006,2023
TL1857,BEDS,Y,25,1997,2024
TL1883,HUNT,Y,19,2005,2024
TL1887,HUNT,N,3,2007,2018
TL1917,HERT,Y,29,1994,2024
TL1920,HERT,Y,16,2007,2023
TL1927,HERT,Y,21,1994,2024
TL1941,BEDS,N,16,1997,2013
TL2006,HERT,Y,18,1998,2024
TL2038,HERT,Y,25,1994,2024
TL2042,BEDS,Y,22,1994,2024
TL2047,BEDS,Y,30,1994,2024
TL2048,BEDS,N,3,2007,2018
TL2111,HERT,N,9,2007,2021
TL2115,HERT,Y,30,1995,2024
TL2125,HERT,Y,23,1994,2023
TL2214,HERT,Y,30,1994,2024
TL2222,HERT,Y,29,1994,2024
TL2237,HERT,Y,14,2002,2024
TL2238,HERT,Y,14,1998,2024
TL2269,HUNT,Y,6,2006,2011
TL2273,HUNT,N,9,2007,2016
TL2322,HERT,Y,10,2013,2024
TL2324,HERT,Y,7,2007,2023
TL2333,HERT,Y,24,1999,2024
TL2348,BEDS,N,25,1994,2021
TL2398,HUNT,Y,3,1998,2000
TL2404,HERT,N,16,1995,2021
TL2421,HERT,Y,18,2007,2024
TL2440,BEDS,Y,8,2009,2024
TL2442,BEDS,N,10,1994,2013
TL2479,HUNT,Y,14,2009,2023
TL2608,HERT,Y,30,1994,2024
TL2615,HERT,Y,26,1995,2024
TL2632,HERT,Y,19,2006,2024
TL2634,HERT,Y,18,2007,2024
TL2637,HERT,Y,28,1994,2024
TL2646,BEDS,N,12,2008,2021
TL2655,CAMB,Y,8,2008,2024
TL2684,HUNT,Y,24,1999,2024
TL2709,HERT,Y,23,1995,2024
TL2742,BEDS,N,13,1994,2007
TL2745,BEDS,Y,12,2010,2023
TL2751,CAMB,Y,13,2007,2024
TL2755,CAMB,Y,11,1999,2024
TL2799,HUNT,Y,12,1999,2023
TL2825,HERT,Y,24,1994,2024
TL2843,BEDS,Y,24,1994,2024
TL2862,HUNT,Y,20,2003,2023
TL2892,HUNT,N,1,2018,2018
TL2900,HERT,Y,30,1994,2024
TL2916,HERT,Y,13,2006,2024
TL3001,HERT,N,8,1994,2013
TL3017,HERT,N,1,2010,2010
TL3021,HERT,Y,31,1994,2024
TL3030,HERT,Y,17,1994,2023
TL3032,HERT,N,23,1994,2017
TL3064,CAMB,Y,31,1994,2024
TL3071,HUNT,Y,15,2007,2024
TL3147,CAMB,N,15,2007,2021
TL3180,HUNT,Y,6,2007,2024
TL3190,CAMB,N,16,1994,2017
TL3196,CAMB,N,13,1996,2016
TL3207,HERT,N,10,2008,2021
TL3228,HERT,N,19,1997,2018
TL3275,HUNT,Y,10,2003,2024
TL3308,HERT,Y,20,1994,2024
TL3312,HERT,Y,21,1994,2023
TL3316,HERT,N,14,1994,2013
TL3327,HERT,Y,17,2007,2023
TL3330,HERT,N,24,1994,2019
TL3331,HERT,Y,29,1995,2024
TL3332,HERT,Y,9,2008,2024
TL3336,HERT,Y,13,2007,2023
TL3339,HERT,Y,26,1995,2024
TL3359,CAMB,N,5,2007,2016
TL3386,HUNT,N,1,2018,2018
TL3421,HERT,Y,27,1997,2024
TL3424,HERT,N,2,2018,2019
TL3433,HERT,Y,28,1995,2024
TL3436,HERT,Y,15,1996,2024
TL3450,CAMB,Y,26,1994,2021
TL3452,CAMB,Y,9,2007,2024
TL3456,CAMB,N,13,2006,2018
TL3467,CAMB,Y,18,2005,2023
TL3492,CAMB,N,16,1994,2017
TL3505,HERT,N,12,2006,2018
TL3515,HERT,Y,31,1994,2024
TL3525,HERT,N,3,2007,2009
TL3600,HERT,N,12,1994,2008
TL3610,HERT,N,21,1994,2018
TL3613,HERT,Y,12,2006,2024
TL3643,CAMB,Y,31,1994,2024
TL3727,HERT,Y,25,1995,2024
TL3739,HERT,Y,19,1997,2023
TL3740,CAMB,Y,18,1999,2023
TL3767,CAMB,Y,18,2005,2023
TL3769,CAMB,Y,26,1995,2024
TL3807,HERT,Y,24,1998,2023
TL3811,HERT,Y,18,2006,2024
TL3828,HERT,N,2,2007,2008
TL3864,CAMB,Y,20,1996,2024
TL3898,CAMB,N,7,1994,2000
TL3910,HERT,Y,16,2005,2024
TL3911,HERT,Y,20,1997,2024
TL3916,HERT,Y,12,2006,2024
TL3921,HERT,Y,30,1994,2024
TL3974,HUNT,Y,19,1994,2024
TL4002,EXNW,N,1,2019,2019
TL4006,EXNW,N,1,2007,2007
TL4122,HERT,Y,30,1994,2024
TL4123,HERT,Y,17,1994,2024
TL4159,CAMB,Y,11,2006,2023
TL4167,CAMB,Y,12,2005,2024
TL4210,HERT,N,9,1997,2018
TL4220,HERT,Y,10,2006,2024
TL4256,CAMB,Y,14,2007,2023
TL4289,CAMB,N,2,2008,2009
TL4313,HERT,Y,12,2006,2024
TL4339,EXNW,Y,25,1994,2018
TL4348,CAMB,Y,15,2010,2024
TL4410,HERT,N,20,1994,2021
TL4422,HERT,Y,27,1995,2024
TL4425,HERT,Y,26,1994,2024
TL4432,EXNW,N,2,2006,2007
TL4436,EXNW,N,1,2007,2007
TL4511,HERT,Y,9,2006,2024
TL4521,HERT,Y,7,2018,2024
TL4528,HERT,Y,16,1994,2024
TL4602,EXNW,N,14,2006,2020
TL4623,HERT,Y,6,2018,2024
TL4632,EXNW,N,13,1994,2009
TL4666,CAMB,Y,13,2005,2024
TL4805,EXNW,N,16,1997,2012
TL4819,HERT,Y,13,2010,2024
TL4896,CAMB,N,16,1995,2018
TL4903,EXNW,Y,29,1994,2024
TL4914,HERT,N,10,2007,2021
TL4947,CAMB,N,7,2007,2021
TL4957,CAMB,Y,29,1994,2024
TL4963,CAMB,Y,17,2006,2024
TL4976,CAMB,N,16,1999,2019
TL5011,EXNW,Y,29,1994,2024
TL5041,EXNW,N,6,2004,2011
TL5060,CAMB,Y,29,1994,2024
TL5064,CAMB,Y,23,1994,2024
TL5085,CAMB,Y,14,2009,2024
TL5103,EXNW,N,15,1998,2012
TL5115,EXNW,N,21,1994,2019
TL5142,EXNW,Y,19,2006,2024
TL5148,EXNW,N,1,2007,2007
TL5234,EXNW,Y,4,2007,2024
TL5259,CAMB,Y,30,1994,2024
TL5277,CAMB,N,2,2017,2018
TL5325,EXNW,N,3,2007,2009
TL5357,CAMB,Y,14,2006,2023
TL5378,CAMB,Y,2,2022,2024
TL5402,EXNW,N,16,1994,2009
TL5466,CAMB,N,8,2005,2023
TL5488,CAMB,Y,11,1994,2024
TL5493,NKSW,N,13,1994,2018
TL5522,EXNW,N,8,1994,2001
TL5532,EXNW,N,11,1997,2017
TL5545,EXNW,N,10,2006,2021
TL5552,CAMB,N,2,2007,2012
TL5590,NKSW,N,17,1995,2017
TL5601,EXNW,Y,30,1994,2024
TL5607,EXNW,N,2,2006,2007
TL5643,EXNW,Y,14,1998,2024
TL5667,CAMB,N,2,2007,2008
TL5680,CAMB,Y,21,1994,2024
TL5685,CAMB,N,2,2007,2012
TL5687,CAMB,N,4,2004,2007
TL5743,EXNW,Y,9,2007,2024
TL5752,CAMB,N,1,2018,2018
TL5756,CAMB,N,10,2005,2014
TL5810,EXNW,N,21,1994,2014
TL5958,CAMB,Y,13,2005,2024
TL5968,CAMB,Y,20,2005,2024
TL5978,CAMB,Y,8,2015,2023
TL6023,EXNW,Y,7,2007,2024
TL6135,EXNW,N,15,1996,2010
TL6149,CAMB,Y,10,1999,2024
TL6172,CAMB,Y,18,2006,2023
TL6210,EXNW,N,5,2007,2011
TL6252,CAMB,Y,11,2009,2019
TL6266,SUFF,Y,8,1994,2021
TL6283,CAMB,N,9,1997,2012
TL6324,EXNW,Y,16,2006,2024
TL6358,CAMB,Y,8,2007,2023
TL6434,EXNW,N,1,2007,2007
TL6467,SUFF,Y,13,1994,2007
TL6509,EXNW,Y,11,2013,2023
TL6556,CAMB,Y,11,2007,2024
TL6598,NKSW,N,11,1996,2006
TL6759,CAMB,Y,9,2005,2022
TL6780,CAMB,N,10,1995,2007
TL6794,NKSW,N,11,2002,2014
TL6795,NKSW,Y,25,1994,2024
TL6808,EXNW,Y,13,2007,2024
TL6849,CAMB,Y,1,2017,2017
TL6852,CAMB,Y,6,2017,2023
TL6858,CAMB,Y,17,1999,2023
TL6873,CAMB,N,25,1994,2020
TL6878,CAMB,Y,20,2004,2024
TL6999,NKSW,Y,7,2012,2019
TL7031,EXNW,N,6,1997,2008
TL7040,SUFF,Y,14,2011,2024
TL7046,SUFF,Y,24,1994,2024
TL7097,NKSW,N,17,1994,2017
TL7098,NKSW,N,2,2006,2007
TL7156,SUFF,N,3,2005,2007
TL7210,EXNW,N,5,2006,2023
TL7271,SUFF,N,2,2006,2018
TL7306,EXNW,Y,8,2007,2024
TL7394,NKSW,N,20,1994,2017
TL7469,SUFF,N,7,1994,2009
TL7532,EXNW,N,16,1995,2010
TL7552,SUFF,Y,7,2007,2023
TL7577,SUFF,Y,13,1995,2024
TL7648,SUFF,N,20,1994,2021
TL7658,SUFF,N,3,1994,2013
TL7721,EXNW,N,15,1994,2008
TL7727,EXNW,N,12,2012,2023
TL7750,SUFF,N,20,1997,2016
TL7774,SUFF,Y,24,1994,2024
TL7836,EXNW,N,11,1994,2009
TL7910,EXNW,Y,27,1997,2024
TL7981,SUFF,Y,21,1999,2019
TL7987,SUFF,Y,11,1997,2024
TL8020,EXNE,Y,6,2019,2024
TL8039,EXNE,Y,8,1996,2024
TL8135,EXNE,Y,6,2013,2024
TL8154,SUFF,N,22,1994,2017
TL8168,SUFF,Y,11,2006,2024
TL8177,SUFF,N,20,1995,2015
TL8186,SUFF,Y,16,2005,2024
TL8203,EXNE,Y,12,1999,2023
TL8298,NKSW,Y,14,1994,2023
TL8303,EXNE,Y,7,1994,2024
TL8321,EXNE,Y,12,2006,2024
TL8328,EXNE,Y,12,2006,2024
TL8400,EXNE,Y,19,1994,2021
TL8413,EXNE,Y,7,2018,2024
TL8421,EXNE,Y,22,1996,2023
TL8422,EXNE,Y,14,2011,2024
TL8435,EXNE,Y,18,2006,2024
TL8489,SUFF,Y,27,1997,2024
TL8547,SUFF,N,8,2013,2021
TL8562,SUFF,N,2,1995,1999
TL8570,SUFF,Y,18,1994,2023
TL8673,SUFF,Y,12,1995,2024
TL8685,SUFF,N,14,1995,2018
TL8691,NKSW,Y,15,1994,2019
TL8696,NKSW,N,4,1997,2007
TL8715,EXNE,Y,28,1996,2024
TL8736,EXNE,Y,6,2007,2024
TL8738,EXNE,Y,18,2007,2024
TL8747,SUFF,Y,17,1997,2024
TL8827,EXNE,Y,13,2012,2024
TL8862,SUFF,Y,11,2010,2023
TL8865,SUFF,Y,14,2007,2024
TL8887,SUFF,Y,30,1994,2024
TL8934,EXNE,Y,11,2014,2024
TL8949,SUFF,Y,6,2019,2024
TL8966,SUFF,Y,18,1997,2024
TL8985,SUFF,N,10,1997,2007
TL8994,NKSW,Y,15,1994,2019
TL9003,EXNE,Y,17,1994,2024
TL9012,EXNE,Y,19,1998,2021
TL9071,SUFF,Y,16,2005,2023
TL9124,EXNE,Y,5,2018,2023
TL9196,NKSW,Y,24,1996,2024
TL9268,SUFF,N,12,1994,2019
TL9290,NKSW,Y,15,2002,2024
TL9324,EXNE,Y,8,2017,2024
TL9354,SUFF,Y,19,1994,2024
TL9414,EXNE,Y,5,2008,2012
TL9416,EXNE,Y,12,2013,2024
TL9424,EXNE,Y,7,2006,2024
TL9475,SUFF,N,5,2006,2019
TL9505,EXNE,Y,14,1994,2023
TL9562,SUFF,Y,16,2007,2024
TL9574,SUFF,N,2,1996,1998
TL9672,SUFF,Y,25,1997,2023
TL9701,EXNE,Y,30,1994,2023
TL9709,EXNE,Y,18,2007,2024
TL9710,EXNE,Y,18,2007,2024
TL9713,EXNE,Y,10,2011,2024
TL9732,SUFF,Y,16,1994,2009
TL9796,NKSW,Y,16,2005,2023
TL9826,EXNE,Y,5,2013,2023
TL9926,EXNE,Y,7,2011,2022
TL9947,SUFF,Y,15,2007,2024
TM0008,EXNE,Y,8,2011,2018
TM0022,EXNE,Y,9,2011,2024
TM0028,EXNE,Y,10,2006,2017
TM0142,SUFF,Y,9,2007,2024
TM0227,EXNE,Y,14,2007,2024
TM0285,NKSE,Y,26,1997,2024
TM0296,NKSE,Y,13,2007,2023
TM0303,EXNE,Y,10,2012,2023
TM0304,EXNE,Y,9,2013,2023
TM0397,NKSE,N,4,2007,2019
TM0424,EXNE,Y,13,2007,2023
TM0452,SUFF,Y,27,1994,2024
TM0478,SUFF,Y,13,2005,2023
TM0482,NKSE,N,4,2008,2011
TM0536,SUFF,Y,13,1994,2011
TM0560,SUFF,Y,21,1994,2016
TM0582,NKSE,Y,31,1994,2024
TM0587,NKSE,Y,30,1995,2024
TM0596,NKSE,Y,15,1997,2024
TM0697,NKSE,N,6,2007,2018
TM0815,EXNE,Y,11,1999,2024
TM0832,SUFF,N,26,1994,2019
TM0948,SUFF,Y,15,2002,2024
TM0957,SUFF,Y,13,1995,2024
TM0958,SUFF,Y,29,1995,2024
TM1152,SUFF,Y,25,1998,2024
TM1234,SUFF,Y,31,1994,2024
TM1251,SUFF,N,12,1994,2007
TM1313,EXNE,Y,2,2018,2023
TM1391,NKSE,Y,16,2006,2024
TM1428,EXNE,Y,9,2012,2024
TM1473,SUFF,Y,10,2002,2017
TM1494,NKSE,Y,22,1997,2022
TM1573,SUFF,N,4,2002,2005
TM1660,SUFF,N,15,1998,2021
TM1666,SUFF,N,17,1995,2018
TM1674,SUFF,Y,10,2005,2021
TM1717,EXNE,Y,29,1996,2024
TM1732,EXNE,Y,10,2006,2024
TM1780,NKSE,Y,18,2006,2023
TM1823,EXNE,Y,6,1998,2023
TM1838,SUFF,Y,28,1997,2024
TM1923,EXNE,Y,9,2012,2024
TM2118,EXNE,Y,14,2006,2024
TM2144,SUFF,N,15,2006,2021
TM2175,SUFF,N,10,1995,2021
TM2260,SUFF,N,12,2005,2016
TM2286,NKSE,Y,14,2006,2022
TM2287,NKSE,Y,18,2002,2022
TM2297,NKSE,Y,22,2003,2024
TM2420,EXNE,Y,9,2011,2024
TM2481,NKSE,Y,21,1996,2024
TM2546,SUFF,Y,25,1994,2022
TM2560,SUFF,Y,19,1994,2023
TM2846,SUFF,N,11,2006,2017
TM2856,SUFF,N,9,1997,2018
TM2870,SUFF,Y,5,2002,2024
TM2887,NKSE,Y,17,1994,2020
TM2971,SUFF,Y,30,1994,2024
TM2978,SUFF,N,20,1995,2022
TM2984,NKSE,Y,12,2002,2022
TM3059,SUFF,Y,7,2010,2023
TM3080,SUFF,N,13,1994,2018
TM3085,SUFF,N,13,1994,2023
TM3099,NKSE,N,5,2006,2016
TM3168,SUFF,Y,16,1996,2024
TM3190,NKSE,N,3,2007,2009
TM3192,NKSE,N,23,1994,2016
TM3193,NKSE,Y,7,2007,2021
TM3255,SUFF,N,3,2005,2007
TM3290,NKSE,Y,7,2017,2024
TM3296,NKSE,Y,24,1994,2024
TM3367,SUFF,Y,7,1994,2024
TM3459,SUFF,N,8,1994,2003
TM3473,SUFF,N,17,1994,2013
TM3492,NKSE,N,1,2009,2009
TM3495,NKSE,Y,11,2014,2024
TM3543,SUFF,N,14,1999,2024
TM3582,SUFF,Y,10,2005,2023
TM3772,SUFF,N,8,1999,2009
TM3793,NKSE,Y,15,2010,2024
TM3796,NKSE,Y,12,2010,2023
TM3799,NKSE,Y,8,2014,2024
TM3879,SUFF,Y,11,2007,2023
TM4051,SUFF,Y,26,1997,2024
TM4162,SUFF,Y,29,1994,2024
TM4165,SUFF,N,14,1994,2023
TM4191,NKSE,Y,16,2008,2024
TM4263,SUFF,Y,4,2011,2024
TM4274,SUFF,N,1,2007,2007
TM4572,SUFF,Y,12,2004,2024
TM4699,NKSE,Y,16,2007,2024
TM4777,SUFF,N,10,1998,2012
TM4795,NKSE,Y,15,1994,2024
TM4976,SUFF,N,15,1999,2021
TM5075,SUFF,Y,23,2002,2024
TM5181,SUFF,Y,7,2002,2015
TM5397,SUFF,Y,27,1997,2024
TQ0041,SURR,Y,22,1994,2024
TQ0047,SURR,Y,26,1996,2024
TQ0048,SURR,Y,22,1994,2024
TQ0053,SURR,N,12,2007,2018
TQ0059,SURR,Y,14,1995,2023
TQ0069,SURR,N,13,1999,2023
TQ0095,HERT,Y,21,1994,2024
TQ0109,SUSS,Y,11,2013,2024
TQ0111,SUSS,Y,13,2010,2024
TQ0124,SUSS,N,16,1994,2015
TQ0146,SURR,N,19,1995,2021
TQ0148,SURR,Y,18,2007,2024
TQ0161,SURR,Y,4,2021,2024
TQ0188,BUCK,Y,17,2007,2024
TQ0205,SUSS,Y,17,2005,2024
TQ0206,SUSS,Y,12,2013,2024
TQ0232,SURR,Y,10,2007,2024
TQ0240,SURR,Y,3,2019,2024
TQ0242,SURR,Y,19,1994,2024
TQ0249,SURR,N,9,2007,2019
TQ0258,SURR,Y,4,2019,2024
TQ0275,LOND,N,8,2006,2013
TQ0277,LOND,N,6,1995,2004
TQ0318,SUSS,Y,14,2011,2024
TQ0322,SUSS,Y,11,2012,2024
TQ0358,SURR,Y,14,2007,2024
TQ0380,BUCK,Y,23,1994,2024
TQ0389,BUCK,Y,22,1994,2024
TQ0453,SURR,Y,14,2007,2023
TQ0475,LOND,N,10,2004,2015
TQ0495,HERT,Y,17,2002,2024
TQ0502,SUSS,Y,4,2021,2024
TQ0503,SUSS,Y,19,2005,2024
TQ0526,SUSS,Y,2,2023,2024
TQ0529,SUSS,Y,28,1994,2023
TQ0539,SURR,Y,21,1994,2024
TQ0547,SURR,N,2,2022,2023
TQ0549,SURR,Y,25,1996,2024
TQ0557,SURR,Y,28,1994,2024
TQ0566,SURR,Y,16,2007,2024
TQ0581,BUCK,Y,8,2007,2023
TQ0585,BUCK,Y,11,2005,2024
TQ0589,BUCK,Y,14,2007,2023
TQ0601,SUSS,N,30,1995,2024
TQ0608,SUSS,Y,30,1995,2024
TQ0614,SUSS,Y,17,2005,2024
TQ0625,SUSS,Y,15,2006,2024
TQ0627,SUSS,Y,14,2007,2023
TQ0641,SURR,N,8,1995,2004
TQ0647,SURR,Y,25,1999,2024
TQ0655,SURR,Y,27,1997,2024
TQ0662,SURR,Y,1,2024,2024
TQ0678,LOND,N,2,2011,2012
TQ0735,SURR,Y,19,1998,2024
TQ0751,SURR,Y,19,1994,2016
TQ0765,SURR,Y,11,2013,2024
TQ0772,LOND,N,13,1994,2015
TQ0780,BUCK,N,4,2008,2012
TQ0792,HERT,Y,28,1994,2024
TQ0819,SUSS,Y,11,2012,2024
TQ0837,SURR,Y,21,1994,2016
TQ0848,SURR,Y,31,1994,2024
TQ0850,SURR,Y,30,1994,2024
TQ0857,SURR,Y,24,1994,2022
TQ0871,LOND,N,13,1994,2006
TQ0877,LOND,N,16,1994,2013
TQ0883,BUCK,Y,11,2005,2024
TQ0889,BUCK,Y,31,1994,2024
TQ0892,HERT,Y,15,1997,2023
