gridref,region_code,allocated,nyrs,firstyear,lastyear
TQ0918,SUSS,Y,11,2014,2024
TQ0937,SURR,Y,20,1994,2024
TQ0943,SURR,N,8,2012,2019
TQ0945,SURR,N,26,1994,2019
TQ0952,SURR,Y,4,2019,2022
TQ0972,LOND,N,7,2005,2017
TQ0978,LOND,N,7,1997,2004
TQ0989,BUCK,Y,31,1994,2024
TQ0992,HERT,Y,28,1994,2023
TQ1004,SUSS,Y,17,2005,2024
TQ1031,SUSS,Y,29,1994,2024
TQ1038,SUSS,Y,19,2006,2024
TQ1040,SURR,Y,8,2017,2024
TQ1046,SURR,Y,18,2007,2024
TQ1049,SURR,Y,24,1998,2024
TQ1066,SURR,Y,25,1994,2024
TQ1070,LOND,Y,28,1996,2024
TQ1086,LONN,N,15,1994,2008
TQ1114,SUSS,Y,4,2019,2024
TQ1157,SURR,Y,30,1994,2024
TQ1174,LOND,Y,2,2022,2023
TQ1182,LONN,Y,1,2024,2024
TQ1195,HERT,Y,10,2015,2024
TQ1199,HERT,Y,16,1994,2024
TQ1252,SURR,N,24,1994,2022
TQ1273,LOND,N,5,2013,2019
TQ1302,SUSS,Y,20,2005,2024
TQ1323,SUSS,N,1,2023,2023
TQ1337,SUSS,Y,27,1994,2024
TQ1343,SURR,Y,21,1994,2023
TQ1344,SURR,Y,16,2007,2024
TQ1353,SURR,Y,16,1998,2024
TQ1369,SURR,Y,28,1995,2024
TQ1375,LOND,N,10,1994,2011
TQ1376,LOND,N,4,2004,2015
TQ1383,LONN,Y,17,2001,2024
TQ1385,LONN,Y,25,1996,2024
TQ1406,SUSS,Y,20,2005,2024
TQ1441,SURR,Y,21,2002,2023
TQ1451,SURR,Y,19,1999,2023
TQ1453,SURR,Y,21,1998,2024
TQ1476,LOND,N,9,2005,2015
TQ1512,SUSS,Y,1,2021,2021
TQ1520,SUSS,Y,16,2007,2024
TQ1531,SUSS,Y,4,2021,2024
TQ1533,SUSS,Y,30,1994,2024
TQ1547,SURR,Y,27,1994,2023
TQ1574,LOND,Y,18,2007,2024
TQ1579,LOND,Y,14,2011,2024
TQ1595,HERT,Y,30,1994,2024
TQ1606,SUSS,Y,9,2015,2024
TQ1612,SUSS,Y,22,1999,2024
TQ1636,SUSS,Y,20,2005,2024
TQ1664,SURR,Y,22,1997,2024
TQ1666,SURR,Y,15,2010,2024
TQ1675,LOND,Y,19,1995,2022
TQ1676,LOND,N,9,2004,2018
TQ1682,LONN,Y,22,1994,2024
TQ1709,SUSS,Y,7,2018,2024
TQ1750,SURR,Y,13,2007,2024
TQ1780,LONN,Y,26,1998,2024
TQ1795,HERT,Y,28,1994,2024
TQ1804,SUSS,Y,4,2021,2024
TQ1819,SUSS,Y,20,2005,2024
TQ1829,SUSS,Y,20,2005,2024
TQ1848,SURR,Y,17,1994,2016
TQ1856,SURR,Y,30,1994,2024
TQ1877,LOND,Y,19,2004,2024
TQ1883,LONN,Y,28,1996,2024
TQ1899,HERT,Y,25,1994,2024
TQ1904,SUSS,N,10,2005,2015
TQ1917,SUSS,Y,3,2022,2024
TQ1947,SURR,Y,20,1998,2023
TQ1948,SURR,Y,8,2010,2024
TQ1961,SURR,Y,27,1994,2024
TQ1964,SURR,Y,3,2022,2024
TQ1967,SURR,Y,15,2010,2024
TQ1979,LOND,N,26,1994,2023
TQ1983,LONN,N,6,2013,2018
TQ2021,SUSS,Y,19,2005,2024
TQ2022,SUSS,Y,13,2004,2024
TQ2025,SUSS,Y,27,1994,2024
TQ2050,SURR,N,24,1994,2019
TQ2060,LOND,Y,20,2005,2024
TQ2061,LOND,Y,24,1994,2023
TQ2062,LOND,Y,29,1995,2024
TQ2067,LOND,Y,17,2004,2024
TQ2073,LOND,Y,4,2006,2024
TQ2096,LONN,N,5,1994,2007
TQ2110,SUSS,Y,19,2005,2024
TQ2111,SUSS,Y,12,2012,2023
TQ2122,SUSS,Y,5,2015,2024
TQ2131,SUSS,Y,18,2007,2024
TQ2166,LOND,Y,27,1997,2023
TQ2168,LOND,Y,19,1997,2024
TQ2171,LOND,Y,13,1998,2011
TQ2172,LOND,N,5,2013,2017
TQ2178,LOND,N,7,2001,2007
TQ2181,LONN,Y,14,2004,2022
TQ2187,LONN,Y,28,1995,2022
TQ2190,LONN,N,4,1994,2015
TQ2198,LONN,Y,3,2022,2024
TQ2232,SUSS,Y,7,2018,2024
TQ2246,SURR,Y,22,1994,2024
TQ2264,LOND,Y,31,1994,2024
TQ2284,LONN,Y,1,2021,2021
TQ2312,SUSS,Y,8,2017,2024
TQ2330,SUSS,Y,12,2013,2024
TQ2344,SURR,Y,16,2003,2024
TQ2354,SURR,Y,25,1995,2024
TQ2368,LOND,Y,2,2013,2023
TQ2392,LONN,Y,8,2007,2023
TQ2399,LONN,Y,3,2022,2024
TQ2405,SUSS,Y,8,2017,2024
TQ2419,SUSS,Y,12,2012,2024
TQ2425,SUSS,Y,7,2015,2023
TQ2448,SURR,Y,3,2022,2024
TQ2449,SURR,Y,8,2017,2024
TQ2465,LOND,Y,10,1999,2024
TQ2469,LOND,Y,31,1994,2024
TQ2470,LOND,N,22,1994,2021
TQ2471,LOND,Y,11,2004,2023
TQ2482,LONN,Y,8,2003,2024
TQ2489,LONN,Y,16,2006,2023
TQ2490,LONN,Y,19,2000,2024
TQ2493,LONN,Y,18,1995,2024
TQ2495,LONN,Y,12,2005,2024
TQ2506,SUSS,Y,18,2005,2024
TQ2536,SUSS,N,1,2022,2022
TQ2555,SURR,Y,22,1997,2024
TQ2560,LOND,Y,3,2015,2024
TQ2573,LOND,N,18,1996,2018
TQ2595,LONN,Y,15,1994,2024
TQ2596,LONN,Y,12,2008,2024
TQ2597,LONN,Y,25,1994,2024
TQ2599,LONN,N,1,2022,2022
TQ2615,SUSS,Y,26,1999,2024
TQ2619,SUSS,Y,18,2005,2024
TQ2631,SUSS,Y,21,1994,2024
TQ2638,SUSS,N,20,1994,2019
TQ2646,SURR,N,1,2021,2021
TQ2649,SURR,Y,23,1994,2024
TQ2662,LOND,Y,30,1994,2024
TQ2691,LONN,Y,27,1994,2023
TQ2707,SUSS,Y,15,2010,2024
TQ2719,SUSS,Y,16,2006,2024
TQ2721,SUSS,Y,7,2015,2024
TQ2733,SUSS,Y,16,2005,2023
TQ2734,SUSS,Y,4,2021,2024
TQ2749,SURR,Y,10,1994,2024
TQ2750,SURR,Y,3,2022,2024
TQ2753,SURR,N,9,1994,2018
TQ2760,LOND,N,9,2006,2021
TQ2761,LOND,Y,4,2017,2024
TQ2767,LOND,Y,16,1998,2023
TQ2768,LOND,N,27,1994,2022
TQ2783,LONN,Y,23,1997,2024
TQ2785,LONN,Y,9,2004,2023
TQ2788,LONN,Y,19,2006,2024
TQ2793,LONN,N,2,1994,1996
TQ2797,LONN,Y,11,1996,2024
TQ2799,LONN,Y,25,1998,2024
TQ2805,SUSS,Y,19,2005,2024
TQ2817,SUSS,Y,28,1994,2024
TQ2828,SUSS,Y,13,2006,2024
TQ2835,SUSS,Y,24,1998,2024
TQ2854,SURR,Y,19,1994,2022
TQ2858,SURR,Y,24,1999,2024
TQ2862,LOND,Y,23,1995,2024
TQ2867,LOND,Y,19,2005,2023
TQ2873,LOND,N,17,1998,2018
TQ2875,LOND,Y,20,2005,2024
TQ2879,LOND,N,4,2004,2015
TQ2890,LONN,Y,31,1994,2024
TQ2891,LONN,Y,7,2005,2021
TQ2893,LONN,Y,15,2001,2024
TQ2904,SUSS,Y,26,1995,2024
TQ2916,SUSS,Y,19,1999,2024
TQ2918,SUSS,Y,14,2006,2024
TQ2952,SURR,Y,19,1994,2024
TQ2954,SURR,N,15,1994,2008
TQ2957,SURR,Y,20,1999,2024
TQ2962,LOND,N,14,1999,2023
TQ2974,LOND,N,20,1994,2018
TQ2982,LONN,Y,13,1997,2016
TQ2992,LONN,Y,26,1999,2024
TQ2993,LONN,N,4,2008,2016
TQ2994,LONN,Y,18,2006,2023
TQ3031,SUSS,Y,8,2006,2018
TQ3048,SURR,Y,30,1994,2023
TQ3060,LOND,N,5,2006,2010
TQ3061,LOND,N,18,2005,2023
TQ3063,LOND,N,23,2001,2023
TQ3067,LOND,N,14,2005,2018
TQ3068,LOND,Y,15,1994,2023
TQ3077,LOND,Y,24,1997,2024
TQ3093,LONN,Y,26,1994,2023
TQ3095,LONN,Y,12,2005,2024
TQ3109,SUSS,Y,19,2005,2024
TQ3122,SUSS,N,15,2005,2020
TQ3125,SUSS,Y,20,2005,2024
TQ3128,SUSS,Y,27,1995,2024
TQ3156,SURR,Y,18,2007,2024
TQ3170,LOND,Y,9,2007,2024
TQ3171,LOND,Y,2,2007,2023
TQ3177,LOND,Y,21,2004,2024
TQ3179,LOND,N,12,2005,2019
TQ3191,LONN,N,12,1998,2022
TQ3213,SUSS,Y,20,2005,2024
TQ3228,SUSS,Y,15,2008,2024
TQ3235,SUSS,N,1,2017,2017
TQ3272,LOND,Y,13,2001,2024
TQ3277,LOND,N,24,1994,2019
TQ3295,LONN,Y,20,2004,2023
TQ3304,SUSS,Y,4,2021,2024
TQ3319,SUSS,Y,12,2013,2024
TQ3335,SUSS,Y,5,2014,2024
TQ3343,SURR,Y,18,2007,2024
TQ3366,LOND,Y,9,2005,2024
TQ3370,LOND,Y,20,2004,2024
TQ3376,LOND,N,4,2013,2018
TQ3384,LONN,Y,17,2005,2024
TQ3390,LONN,Y,15,2005,2019
TQ3393,LONN,Y,27,1998,2024
TQ3428,SUSS,Y,4,2021,2024
TQ3447,SURR,Y,12,2013,2024
TQ3460,LOND,Y,16,2006,2024
TQ3461,LOND,Y,30,1994,2024
TQ3472,LOND,Y,18,2005,2024
TQ3481,LONN,Y,29,1995,2024
TQ3484,LONN,Y,13,2005,2024
TQ3495,LONN,Y,16,1994,2019
TQ3499,LONN,Y,28,1996,2024
TQ3516,SUSS,Y,8,2017,2024
TQ3554,SURR,Y,15,2010,2024
TQ3561,LOND,Y,14,2006,2024
TQ3576,LOND,N,5,2000,2013
TQ3583,LONN,Y,19,2003,2023
TQ3603,SUSS,Y,20,2005,2024
TQ3618,SUSS,Y,8,2017,2024
TQ3647,SURR,Y,20,1997,2023
TQ3656,SURR,Y,3,2022,2024
TQ3668,LOND,Y,18,2006,2024
TQ3672,LOND,Y,21,1999,2024
TQ3676,LOND,Y,8,2004,2024
TQ3679,LOND,Y,20,1998,2023
TQ3681,LONN,Y,31,1994,2024
TQ3685,LONN,Y,19,2006,2024
TQ3693,LONN,N,13,2006,2023
TQ3722,SUSS,Y,30,1994,2024
TQ3724,SUSS,N,3,2012,2015
TQ3734,SUSS,Y,24,1994,2024
TQ3735,SUSS,Y,17,2007,2023
TQ3752,SURR,N,8,2007,2015
TQ3753,SURR,Y,28,1995,2024
TQ3755,SURR,Y,6,2019,2024
TQ3773,LOND,Y,16,2001,2024
TQ3779,LOND,N,11,2007,2019
TQ3787,LONN,Y,11,2013,2024
TQ3790,LONN,Y,4,2012,2022
TQ3806,SUSS,Y,6,2019,2024
TQ3821,SUSS,Y,18,2007,2024
TQ3834,SUSS,Y,20,2005,2024
TQ3860,LOND,N,5,2012,2016
TQ3872,LOND,N,13,2004,2018
TQ3874,LOND,Y,16,2008,2024
TQ3881,LONN,Y,8,2009,2024
TQ3886,LONN,Y,2,2022,2023
TQ3888,LONN,Y,6,2015,2022
TQ3890,LONN,Y,17,2007,2024
TQ3891,LONN,Y,17,2003,2024
TQ3895,LONN,Y,15,2005,2023
TQ3916,SUSS,N,17,1995,2016
TQ3922,SUSS,Y,5,2017,2024
TQ3962,LOND,Y,13,2010,2024
TQ3971,LOND,Y,21,1998,2024
TQ3975,LOND,Y,21,1995,2024
TQ3977,LOND,Y,24,1998,2024
TQ3993,LONN,Y,19,2005,2024
TQ3999,LONN,Y,21,1997,2024
TQ4002,SUSS,Y,24,1999,2024
TQ4009,SUSS,Y,19,2005,2024
TQ4078,LOND,Y,6,2019,2024
TQ4079,LOND,N,7,2005,2014
TQ4107,SUSS,Y,7,2018,2024
TQ4118,SUSS,N,8,2009,2016
TQ4136,SUSS,Y,9,2007,2024
TQ4178,LOND,N,4,2007,2010
TQ4199,EXSO,Y,10,2013,2023
TQ4214,SUSS,Y,20,2005,2024
TQ4233,SUSS,Y,7,2016,2024
TQ4265,LOND,Y,12,2009,2024
TQ4266,LOND,Y,16,2008,2024
TQ4279,LOND,N,4,1996,2012
TQ4281,LONN,Y,10,1998,2024
TQ4284,LONN,N,3,2007,2009
TQ4313,SUSS,Y,9,2012,2024
TQ4326,SUSS,Y,27,1994,2024
TQ4375,LOND,Y,9,2006,2024
TQ4381,LONN,Y,8,2005,2024
TQ4390,EXSO,N,7,2012,2022
TQ4419,SUSS,N,21,1994,2018
TQ4427,SUSS,Y,19,2005,2024
TQ4432,SUSS,Y,7,2017,2024
TQ4466,LOND,Y,9,2006,2024
TQ4476,LOND,Y,19,1994,2024
TQ4478,LOND,N,6,1996,2004
TQ4546,KENT,Y,18,1996,2024
TQ4569,LOND,Y,19,2006,2024
TQ4570,LOND,N,10,1994,2004
TQ4583,LONN,N,1,2007,2007
TQ4589,LONN,N,12,2004,2018
TQ4594,EXSO,Y,12,2011,2023
TQ4612,SUSS,Y,25,1997,2024
TQ4630,SUSS,Y,4,2021,2024
TQ4661,LOND,Y,18,2002,2019
TQ4673,LOND,Y,10,2004,2024
TQ4710,SUSS,Y,12,2013,2024
TQ4716,SUSS,Y,5,2016,2024
TQ4719,SUSS,Y,27,1994,2024
TQ4735,SUSS,Y,19,2005,2024
TQ4738,SUSS,Y,12,2007,2024
TQ4763,LOND,Y,31,1994,2024
TQ4774,LOND,N,18,2004,2021
TQ4777,LOND,Y,1,2024,2024
TQ4786,LONN,N,6,1994,1999
TQ4789,LONN,N,21,1994,2018
TQ4800,SUSS,Y,7,2014,2024
TQ4806,SUSS,Y,12,2007,2024
TQ4811,SUSS,Y,25,1998,2024
TQ4817,SUSS,Y,5,2014,2024
TQ4821,SUSS,N,17,2005,2021
TQ4833,SUSS,Y,19,2005,2024
TQ4836,SUSS,Y,10,2014,2024
TQ4861,LOND,N,12,1994,2006
TQ4887,LONN,Y,30,1994,2024
TQ4895,EXSO,N,9,2005,2017
TQ4900,SUSS,Y,24,1997,2023
TQ4933,SUSS,Y,4,2021,2024
TQ4938,SUSS,N,13,2005,2017
TQ4939,SUSS,Y,29,1995,2024
TQ4942,KENT,Y,18,1998,2023
TQ4968,LOND,N,4,2003,2006
TQ4984,LONN,N,10,1996,2005
TQ5023,SUSS,N,18,2005,2022
TQ5070,KENT,Y,25,1998,2024
TQ5077,KENT,N,7,1994,2007
TQ5099,EXSO,N,6,2012,2017
TQ5110,SUSS,Y,20,2005,2024
TQ5128,SUSS,N,21,1998,2021
TQ5130,SUSS,Y,1,2024,2024
TQ5153,KENT,Y,14,1998,2023
TQ5211,SUSS,N,6,2014,2022
TQ5220,SUSS,N,9,2008,2018
TQ5226,SUSS,Y,9,2015,2024
TQ5228,SUSS,N,15,1994,2018
TQ5231,SUSS,Y,13,2006,2024
TQ5262,KENT,Y,25,1995,2024
TQ5286,LONN,N,10,1998,2016
TQ5297,EXSO,N,19,1995,2021
TQ5298,EXSO,Y,25,1999,2024
TQ5309,SUSS,Y,17,2006,2024
TQ5312,SUSS,Y,8,2015,2023
TQ5363,KENT,Y,21,1994,2024
TQ5371,KENT,Y,30,1994,2024
TQ5380,LONN,N,1,1994,1994
TQ5407,SUSS,Y,19,2005,2024
TQ5408,SUSS,Y,12,2012,2024
TQ5425,SUSS,Y,19,2006,2024
TQ5435,SUSS,N,9,2007,2017
TQ5445,KENT,Y,19,2006,2024
TQ5460,KENT,Y,30,1994,2024
TQ5474,KENT,Y,14,1998,2022
TQ5492,EXSO,Y,30,1994,2024
TQ5502,SUSS,Y,13,2005,2024
TQ5511,SUSS,Y,3,2022,2024
TQ5514,SUSS,Y,4,2021,2024
TQ5523,SUSS,Y,29,1994,2024
TQ5553,KENT,Y,14,2006,2024
TQ5562,KENT,Y,15,2007,2023
TQ5639,SUSS,N,9,2005,2018
TQ5647,KENT,Y,18,1994,2024
TQ5705,SUSS,N,14,2006,2019
TQ5736,SUSS,Y,19,2005,2024
TQ5738,SUSS,Y,10,1994,2017
TQ5767,KENT,N,10,1996,2013
TQ5774,KENT,N,16,1994,2009
TQ5781,LONN,N,10,2007,2017
TQ5829,SUSS,Y,16,2006,2024
TQ5854,KENT,Y,22,1994,2024
TQ5901,SUSS,Y,2,2022,2024
TQ5995,EXSO,N,8,1994,2007
TQ6000,SUSS,Y,2,2021,2023
TQ6004,SUSS,Y,14,2011,2024
TQ6013,SUSS,Y,10,2013,2024
TQ6024,SUSS,Y,11,2014,2024
TQ6039,KENT,Y,29,1994,2022
TQ6055,KENT,Y,24,1994,2024
TQ6067,KENT,N,10,1998,2011
TQ6091,EXSO,N,11,2004,2021
TQ6092,EXSO,Y,9,1994,2023
TQ6094,EXSO,N,20,1994,2015
TQ6162,KENT,Y,5,2007,2024
TQ6169,KENT,Y,26,1994,2023
TQ6187,EXSO,N,3,2008,2010
TQ6209,SUSS,Y,11,2014,2024
TQ6248,KENT,N,24,1994,2023
TQ6278,EXSO,Y,20,1994,2024
TQ6282,EXSO,N,7,2004,2011
TQ6313,SUSS,Y,3,2022,2024
TQ6336,KENT,Y,22,2003,2024
TQ6363,KENT,Y,11,1999,2024
TQ6368,KENT,Y,7,1994,2023
TQ6412,SUSS,Y,16,2007,2024
TQ6414,SUSS,Y,16,2006,2024
TQ6419,SUSS,Y,12,2005,2024
TQ6473,KENT,Y,3,2021,2023
TQ6478,EXSO,N,19,1994,2014
TQ6521,SUSS,Y,13,2006,2023
TQ6524,SUSS,Y,28,1997,2024
TQ6558,KENT,Y,14,2006,2024
TQ6583,EXSO,N,1,2006,2006
TQ6608,SUSS,Y,17,2006,2024
TQ6656,KENT,N,10,1997,2010
TQ6679,EXSO,Y,4,2018,2022
TQ6699,EXSO,N,6,1994,1999
TQ6706,SUSS,N,7,1998,2009
TQ6724,SUSS,Y,18,2005,2024
TQ6727,SUSS,Y,22,1999,2024
TQ6745,KENT,Y,27,1994,2023
TQ6761,KENT,Y,28,1994,2023
TQ6789,EXSO,N,21,1994,2014
TQ6807,SUSS,Y,20,2005,2024
TQ6827,SUSS,Y,16,2007,2024
TQ6846,KENT,N,3,2007,2009
TQ6927,SUSS,Y,16,1995,2024
TQ7028,SUSS,Y,4,2021,2024
TQ7056,KENT,Y,23,1996,2024
TQ7061,KENT,Y,16,1997,2024
TQ7087,EXSO,Y,26,1994,2023
TQ7111,SUSS,Y,5,2016,2024
TQ7138,KENT,Y,22,1996,2024
TQ7196,EXSO,Y,15,2006,2023
TQ7214,SUSS,Y,18,2005,2024
TQ7224,SUSS,Y,7,2016,2024
TQ7311,SUSS,N,21,1995,2018
TQ7349,KENT,Y,16,1995,2010
TQ7366,KENT,Y,1,2006,2006
TQ7399,EXSO,Y,23,1994,2023
TQ7445,KENT,Y,25,1994,2020
TQ7450,KENT,Y,30,1994,2024
TQ7567,KENT,N,14,1995,2011
TQ7635,KENT,Y,22,1994,2024
TQ7642,KENT,Y,27,1996,2023
TQ7658,KENT,N,15,1994,2010
TQ7660,KENT,Y,21,1996,2024
TQ7714,SUSS,Y,18,2005,2024
TQ7776,KENT,Y,19,1996,2024
TQ7791,EXSO,Y,4,2007,2024
TQ7811,SUSS,N,5,2016,2020
TQ7859,KENT,Y,22,1996,2024
TQ7877,KENT,Y,29,1994,2023
TQ7878,KENT,Y,14,1997,2024
TQ7961,KENT,Y,27,1997,2024
TQ8013,SUSS,Y,9,2012,2024
TQ8015,SUSS,Y,20,2005,2024
TQ8016,SUSS,Y,12,2011,2024
TQ8036,KENT,N,8,1998,2007
TQ8063,KENT,Y,13,1994,2008
TQ8110,SUSS,Y,19,2006,2024
TQ8137,KENT,Y,28,1996,2024
TQ8274,KENT,Y,15,1996,2024
TQ8290,EXSO,Y,5,2012,2024
TQ8326,SUSS,Y,16,2005,2024
TQ8394,EXSO,Y,3,2007,2023
TQ8396,EXSO,N,10,1994,2007
TQ8413,SUSS,Y,2,2023,2024
TQ8414,SUSS,N,15,1997,2012
TQ8416,SUSS,Y,10,2015,2024
TQ8431,KENT,Y,30,1994,2024
TQ8443,KENT,N,1,2007,2007
TQ8452,KENT,N,16,1998,2015
TQ8467,KENT,Y,25,1994,2024
TQ8518,SUSS,N,14,2005,2018
TQ8520,SUSS,Y,19,2006,2024
TQ8542,KENT,N,8,1995,2003
TQ8613,SUSS,Y,2,2023,2024
TQ8636,KENT,Y,30,1994,2024
TQ8691,EXSO,Y,11,2005,2024
TQ8722,SUSS,Y,8,2008,2024
TQ8731,KENT,Y,19,1997,2024
TQ8754,KENT,N,21,1997,2018
TQ8921,SUSS,Y,12,2013,2024
TQ8953,KENT,N,19,1994,2014
TQ9015,SUSS,Y,20,2005,2024
TQ9048,KENT,N,21,1998,2022
TQ9060,KENT,N,12,2007,2018
TQ9070,KENT,Y,19,1994,2024
TQ9095,EXSO,N,23,1994,2018
TQ9137,KENT,N,5,1999,2023
TQ9155,KENT,Y,19,1998,2024
TQ9159,KENT,Y,21,1994,2023
TQ9217,SUSS,Y,13,2008,2023
TQ9235,KENT,N,14,1996,2018
TQ9238,KENT,Y,25,1994,2021
TQ9269,KENT,Y,20,1994,2022
TQ9296,EXSO,Y,11,2007,2023
TQ9374,KENT,N,12,1997,2012
TQ9440,KENT,Y,21,1994,2024
TQ9672,KENT,N,3,2007,2009
TQ9697,EXSO,Y,30,1994,2024
TQ9726,KENT,Y,17,1998,2024
TQ9747,KENT,Y,29,1994,2024
TQ9797,EXSO,N,25,1994,2021
TQ9840,KENT,Y,17,2007,2023
TQ9844,KENT,Y,6,2019,2024
TQ9861,KENT,N,16,1995,2018
TQ9872,KENT,N,7,2006,2012
TQ9941,KENT,N,4,2007,2012
TQ9991,EXSO,Y,19,2006,2024
TR0038,KENT,Y,25,1997,2024
TR0096,EXSO,N,17,1994,2023
TR0118,KENT,N,17,2003,2019
TR0127,KENT,Y,22,1999,2024
TR0129,KENT,N,19,1994,2012
TR0150,KENT,Y,25,1994,2024
TR0172,KENT,N,7,2006,2012
TR0198,EXSO,N,8,2012,2019
TR0242,KENT,N,5,1998,2007
TR0317,KENT,N,26,1994,2019
TR0351,KENT,Y,31,1994,2024
TR0438,KENT,N,22,1994,2018
TR0529,KENT,N,9,2003,2012
TR0536,KENT,Y,16,1997,2024
TR0562,KENT,Y,21,1994,2023
TR0622,KENT,Y,17,2007,2023
TR0637,KENT,N,9,1995,2009
TR0642,KENT,N,20,1998,2018
TR0763,KENT,N,17,1995,2012
TR0835,KENT,N,8,1994,2010
TR0861,KENT,Y,21,1996,2024
TR0947,KENT,Y,21,1996,2017
TR0959,KENT,Y,30,1995,2024
TR1050,KENT,Y,30,1994,2024
TR1138,KENT,Y,22,1997,2024
TR1350,KENT,N,17,1994,2015
TR1353,KENT,Y,24,1994,2019
TR1557,KENT,Y,12,1997,2022
TR1856,KENT,Y,29,1994,2024
TR1943,KENT,Y,26,1995,2024
TR1961,KENT,Y,6,2007,2024
TR2235,KENT,Y,25,1995,2024
TR2236,KENT,Y,18,1998,2024
TR2452,KENT,Y,2,2023,2024
TR2468,KENT,Y,28,1994,2023
TR2544,KENT,Y,20,1994,2022
TR2740,KENT,Y,24,1995,2024
TR2754,KENT,Y,23,1994,2024
TR2856,KENT,Y,20,1999,2024
TR3046,KENT,Y,22,1994,2024
TR3248,KENT,Y,22,1998,2024
TR3468,KENT,Y,20,1996,2023
TR3752,KENT,Y,23,1994,2023
TR3864,KENT,Y,22,1998,2023
TV5299,SUSS,Y,4,2021,2024
TV5797,SUSS,Y,19,1997,2022
TV6099,SUSS,Y,18,2005,2024
WA5506,CHAN,Y,10,2006,2024
WA5606,CHAN,Y,4,2015,2024
WA5607,CHAN,N,6,2006,2017
WA5807,CHAN,N,8,2006,2020
WA5808,CHAN,Y,21,1994,2024
WV2475,CHAN,N,6,2009,2014
WV2578,CHAN,Y,11,2012,2024
WV2676,CHAN,N,9,2006,2014
WV2678,CHAN,N,4,2006,2016
WV2777,CHAN,N,11,2012,2022
WV2877,CHAN,Y,9,2014,2023
WV2879,CHAN,Y,6,2012,2021
WV2974,CHAN,Y,18,2007,2024
WV3075,CHAN,N,1,2016,2016
WV3076,CHAN,Y,8,2017,2024
WV3079,CHAN,Y,4,2012,2019
WV3174,CHAN,Y,10,2012,2024
WV3178,CHAN,Y,7,2017,2024
WV3276,CHAN,Y,10,2010,2024
WV3279,CHAN,Y,1,2017,2017
WV3374,CHAN,Y,4,2012,2017
WV3380,CHAN,Y,14,2009,2024
WV3383,CHAN,Y,17,2008,2024
WV3582,CHAN,Y,13,2012,2024
WV3583,CHAN,Y,9,2012,2024
WV5455,CHJE,Y,12,2013,2024
WV5555,CHJE,Y,20,2004,2024
WV5655,CHJE,Y,21,2004,2024
WV5747,CHJE,Y,5,2006,2015
WV5748,CHJE,Y,12,2013,2024
WV5753,CHJE,Y,29,1996,2024
WV5947,CHJE,Y,17,2007,2024
WV5954,CHJE,N,12,1996,2007
WV6351,CHJE,N,12,1996,2007
WV6547,CHJE,N,7,2004,2010
WV6552,CHJE,Y,28,1996,2024
WV6655,CHJE,Y,21,2004,2024
WV6747,CHJE,Y,7,2004,2010
WV6750,CHJE,Y,11,2001,2011
WV6751,CHJE,Y,15,1996,2014
WV7052,CHJE,Y,11,1996,2010
SK4178,,N,0,,
NO3611,,N,0,,
IJ4450,,Y,0,,
SU3074,,N,0,,
TF2914,,N,0,,
TQ0136,,N,0,,
SK5579,,N,0,,
SU9269,,N,0,,
NM6774,,N,0,,
SN8209,,N,0,,
TL5584,,N,0,,
SP5983,,N,0,,
TQ3072,,Y,0,,
TQ6816,,N,0,,
TF2528,,N,0,,
SP4440,,N,0,,
SU9520,,N,0,,
SU1682,,N,0,,
SP2139,,N,0,,
ST9567,,N,0,,
SN8521,,N,0,,
SE9957,,N,0,,
NZ2812,,N,0,,
SK9030,,N,0,,
ST4953,,N,0,,
NM5962,,N,0,,
ST2956,,N,0,,
NY2142,,Y,0,,
SP9372,,Y,0,,
TM4574,,N,0,,
SP1912,,N,0,,
SU2073,,N,0,,
TQ0133,,N,0,,
ST8489,,Y,0,,
TQ1365,,N,0,,
SJ3776,,N,0,,
SP6060,,N,0,,
NN4934,,N,0,,
SD3410,,N,0,,
SP0817,,N,0,,
SS3617,,N,0,,
ST6954,,N,0,,
SH9748,,N,0,,
NJ5347,,N,0,,
SP5448,,N,0,,
SU0674,,N,0,,
SJ3669,,N,0,,
NO1003,,N,0,,
ST6050,,N,0,,
SU1982,,N,0,,
NN4403,,N,0,,
SK9449,,N,0,,
TQ0476,,N,0,,
SO5746,,N,0,,
SP6193,,N,0,,
ST2833,,N,0,,
NH1761,,N,0,,
TL3103,,N,0,,
ST6750,,N,0,,
SE2882,,N,0,,
SU2141,,N,0,,
SP5152,,N,0,,
TF2229,,N,0,,
SP4189,,N,0,,
ST8394,,N,0,,
TL4097,,N,0,,
SK5066,,N,0,,
NM8975,,N,0,,
TL7131,,N,0,,
SH8969,,N,0,,
NT4999,,N,0,,
TL6383,,N,0,,
NH4992,,N,0,,
TA1463,,N,0,,
SS2805,,N,0,,
NJ6057,,N,0,,
SN9246,,Y,0,,
TL3076,,N,0,,
TQ3594,,N,0,,
SO9319,,N,0,,
SJ4076,,N,0,,
SH3671,,Y,0,,
NY5643,,Y,0,,
NO5311,,N,0,,
TQ4099,,Y,0,,
IH2063,,N,0,,
SK1260,,Y,0,,
SO4443,,N,0,,
SH6824,,N,0,,
SP5022,,N,0,,
TQ8023,,N,0,,
SO5266,,N,0,,
SU9698,,N,0,,
SK5257,,N,0,,
TQ1151,,N,0,,
SD8192,,N,0,,
NH6274,,N,0,,
